Year,Види економічної діяльності,Область,Value
2024,Виробництво взуття,,30.6
2024,Лісопильне та стругальне виробництво,,18.8
2024,"Виробництво фанери, дерев'яних плит і панелей, шпону",,27.8
2024,Виробництво інших дерев'яних будівельних конструкцій і столярних виробів,,10.0
2024,Виробництво дерев'яної тари,,26.4
2024,"Виробництво інших виробів з деревини; виготовлення виробів з корка, соломки та рослинних матеріалів для плетіння",,22.3
2024,Виробництво паперової маси,,28.6
2024,Виробництво паперу та картону,,50.0
2024,"Виробництво гофрованого паперу та картону, паперової та картонної тари",,37.8
2024,Виробництво паперових виробів господарсько-побутового та санітарно-гігієнічного призначення,,38.6
2024,Виробництво паперових канцелярських виробів,,43.0
2024,Виробництво шпалер,,33.3
2024,Виробництво інших виробів з паперу та картону,,46.2
2024,Друкування газет,,32.3
2024,Друкування іншої продукції,,40.4
2024,Виготовлення друкарських форм і надання інших поліграфічних послуг,,43.9
2024,Брошурувально-палітурна діяльність і надання пов'язаних із нею послуг,,56.9
2024,"Тиражування звуко-, відеозаписів і програмного забезпечення",,26.7
2024,Виробництво коксу та коксопродуктів,,
2024,Виробництво продуктів нафтоперероблення,,28.6
2024,Виробництво промислових газів,,8.3
2024,Виробництво барвників і пігментів,,40.0
2024,Виробництво інших основних неорганічних хімічних речовин,,37.0
2024,Виробництво інших основних органічних хімічних речовин,,23.1
2024,Виробництво добрив і азотних сполук,,13.7
2024,Виробництво пластмас у первинних формах,,16.3
2024,Виробництво синтетичного каучуку в первинних формах,,100.0
2024,Виробництво пестицидів та іншої агрохімічної продукції,,20.0
2024,"Виробництво фарб, лаків і подібної продукції, друкарської фарби та мастик",,19.0
2024,"Виробництво мила та мийних засобів, засобів для чищення та полірування",,40.4
2024,Виробництво парфумних і косметичних засобів,,70.8
2024,Виробництво вибухових речовин,,
2024,Виробництво клеїв,,22.2
2024,Виробництво ефірних олій,,57.1
2024,"Виробництво іншої хімічної продукції, н.в.і.у.",,25.7
2024,Виробництво штучних і синтетичних волокон,,
2024,Виробництво основних фармацевтичних продуктів,,28.6
2024,Виробництво фармацевтичних препаратів і матеріалів,,30.0
2024,"Виробництво гумових шин, покришок і камер; відновлення протектора гумових шин і покришок",,12.5
2024,Виробництво інших гумових виробів,,20.9
2024,"Виробництво плит, листів, труб і профілів із пластмас",,23.7
2024,Виробництво тари з пластмас,,27.6
2024,Виробництво будівельних виробів із пластмас,,19.4
2024,Виробництво інших виробів із пластмас,,20.9
2024,Виробництво листового скла,,
2024,Формування й оброблення листового скла,,12.6
2024,Виробництво порожнистого скла,,42.9
2024,Виробництво скловолокна,,
2024,"Виробництво й оброблення інших скляних виробів, у тому числі технічних",,29.4
2024,Виробництво вогнетривких виробів,,29.4
2024,Виробництво керамічних плиток і плит,,36.8
2024,"Виробництво цегли, черепиці та інших будівельних виробів із випаленої глини",,28.9
2024,Виробництво господарських і декоративних керамічних виробів,,41.3
2024,Виробництво керамічних санітарно-технічних виробів,,28.6
2024,Виробництво керамічних електроізоляторів та ізоляційної арматури,,20.0
2024,Виробництво інших керамічних виробів,,32.3
2024,Виробництво цементу,,25.0
2024,Виробництво вапна та гіпсових сумішей,,25.7
2024,Виготовлення виробів із бетону для будівництва,,15.3
2024,Виготовлення виробів із гіпсу для будівництва,,22.5
2024,"Виробництво бетонних розчинів, готових для використання",,22.7
2024,Виробництво сухих будівельних сумішей,,11.4
2024,Виготовлення виробів із волокнистого цементу,,
2024,"Виробництво інших виробів із бетону, гіпсу та цементу",,15.0
2024,"Різання, оброблення та оздоблення декоративного та будівельного каменю",,15.9
2024,Виробництво абразивних виробів,,16.7
2024,"Виробництво неметалевих мінеральних виробів, н.в.і.у.",,24.2
2024,"Виробництво чавуну, сталі та феросплавів",,
2024,"Виробництво труб, порожнистих профілів і фітингів зі сталі",,23.8
2024,Холодне волочіння прутків і профілів,,25.0
2024,Холодний прокат вузької штаби,,
2024,Холодне штампування та гнуття,,16.7
2024,Холодне волочіння дроту,,
2024,Виробництво дорогоцінних металів,,75.0
2024,"Виробництво свинцю, цинку й олова",,66.7
2024,Виробництво інших кольорових металів,,50.0
2024,Лиття чавуну,,23.1
2024,Лиття сталі,,22.2
2024,Лиття легких кольорових металів,,9.1
2024,Лиття інших кольорових металів,,11.8
2024,Виробництво будівельних металевих конструкцій і частин конструкцій,,12.2
2024,Виробництво металевих дверей і вікон,,12.9
2024,Виробництво радіаторів і  котлів центрального опалення,,11.8
2024,"Виробництво інших металевих баків, резервуарів і контейнерів",,15.9
2024,"Виробництво парових котлів, крім котлів центрального опалення",,9.1
2024,"Кування, пресування, штампування, профілювання; порошкова металургія",,8.7
2024,Оброблення металів та нанесення покриття на метали,,16.0
2024,Механічне оброблення металевих виробів,,11.9
2024,Виробництво столових приборів,,7.7
2024,Виробництво замків і дверних петель,,10.1
2024,Виробництво інструментів,,16.0
2024,Виробництво сталевих бочок і подібних контейнерів,,21.4
2024,Виробництво легких металевих паковань,,15.4
2024,"Виробництво виробів із дроту, ланцюгів і пружин",,16.0
2024,Виробництво кріпильних і ґвинтонарізних виробів,,23.8
2024,"Виробництво інших готових металевих виробів, н.в.і.у.",,12.9
2024,Виробництво електронних компонентів,,17.5
2024,Виробництво змонтованих електронних плат,,17.5
2024,Виробництво комп'ютерів і периферійного устатковання,,13.3
2024,Виробництво обладнання зв'язку,,12.2
2024,"Виробництво електронної апаратури побутового призначення для приймання, записування та відтворювання звуку й зображення",,13.6
2024,"Виробництво інструментів і обладнання для вимірювання, дослідження та навігації",,12.9
2024,Виробництво годинників,,18.2
2024,"Виробництво радіологічного, електромедичного й електротерапевтичного устатковання",,22.7
2024,Виробництво оптичних приладів і фотографічного устатковання,,38.5
2024,"Виробництво електродвигунів, генераторів і трансформаторів",,22.6
2024,Виробництво електророзподільчої та контрольної апаратури,,6.0
2024,Виробництво батарей і акумуляторів,,28.1
2024,Виробництво волоконно-оптичних кабелів,,20.0
2024,Виробництво інших видів електронних і електричних проводів та кабелів,,30.0
2024,Виробництво електромонтажних пристроїв,,5.0
2024,Виробництво електричного освітлювального устатковання,,18.6
2024,Виробництво електричних побутових приладів,,20.9
2024,Виробництво неелектричних побутових приладів,,25.0
2024,Виробництво іншого електричного устатковання,,13.8
2024,"Виробництво двигунів і турбін, крім авіаційних, автотранспортних і мотоциклетних двигунів",,35.0
2024,Виробництво гідравлічного та пневматичного устатковання,,15.3
2024,Виробництво інших помп і компресорів,,14.3
2024,Виробництво інших кранів і клапанів,,
2024,"Виробництво підшипників, зубчастих передач, елементів механічних передач і приводів",,6.3
2024,"Виробництво духових шаф, печей і пічних пальників",,9.1
2024,Виробництво підіймального та вантажно-розвантажувального устатковання,,17.0
2024,Виробництво ручних електромеханічних і пневматичних інструментів,,
2024,Виробництво промислового холодильного та вентиляційного устатковання,,15.5
2024,"Виробництво інших машин і устатковання загального призначення, н.в.і.у.",,11.6
2024,Виробництво машин і устатковання для сільського та лісового господарства,,23.8
2024,Виробництво металообробних машин,,21.6
2024,Виробництво інших верстатів,,21.7
2024,Виробництво машин і устатковання для металургії,,
2024,Виробництво машин і устатковання для добувної промисловості та будівництва,,10.7
2024,"Виробництво машин і устатковання для виготовлення харчових продуктів і напоїв, перероблення тютюну",,8.7
2024,"Виробництво машин і устатковання для виготовлення текстильних, швейних, хутряних і шкіряних виробів",,20.0
2024,Виробництво машин і устатковання для виготовлення паперу та картону,,
2024,Виробництво машин і устатковання для виготовлення пластмас і гуми,,21.1
2024,"Виробництво інших машин і устатковання спеціального призначення, н.в.і.у.",,17.3
2024,Виробництво автотранспортних засобів,,20.0
2024,"Виробництво кузовів для автотранспортних засобів, причепів і напівпричепів",,14.3
2024,Виробництво електричного й електронного устатковання для автотранспортних засобів,,16.7
2024,"Виробництво інших вузлів, деталей і приладдя для автотранспортних засобів",,16.9
2024,Будування суден і плавучих конструкцій,,6.0
2024,Будування прогулянкових і спортивних човнів,,20.6
2024,Виробництво залізничних локомотивів і рухомого складу,,
2024,"Виробництво повітряних і космічних літальних апаратів, супутнього устатковання",,13.3
2024,Виробництво військових транспортних засобів,,33.3
2024,Виробництво мотоциклів,,
2024,"Виробництво велосипедів, дитячих та інвалідних колясок",,20.0
2024,"Виробництво інших транспортних засобів і обладнання, н.в.і.у.",,38.5
2024,Виробництво меблів для офісів і підприємств торгівлі,,16.1
2024,Виробництво кухонних меблів,,10.6
2024,Виробництво матраців,,39.1
2024,Виробництво інших меблів,,16.7
2024,Карбування монет,,
2024,Виробництво ювелірних і подібних виробів,,24.0
2024,Виробництво біжутерії та подібних виробів,,74.9
2024,Виробництво музичних інструментів,,11.1
2024,Виробництво спортивних товарів,,23.0
2024,Виробництво ігор та іграшок,,51.7
2024,Виробництво медичних і стоматологічних інструментів і матеріалів,,18.7
2024,Виробництво мітел і щіток,,30.0
2024,"Виробництво іншої продукції, н.в.і.у.",,44.3
2024,Ремонт і технічне обслуговування готових металевих виробів,,8.6
2024,Ремонт і технічне обслуговування машин і устатковання промислового призначення,,12.1
2024,Ремонт і технічне обслуговування електронного й оптичного устатковання,,11.9
2024,Ремонт і технічне обслуговування електричного устатковання,,12.6
2024,Ремонт і технічне обслуговування суден і човнів,,20.2
2024,Ремонт і технічне обслуговування повітряних і космічних літальних апаратів,,7.9
2024,Ремонт і технічне обслуговування інших транспортних засобів,,8.5
2024,Ремонт і технічне обслуговування інших машин і устатковання,,9.0
2024,Установлення та монтаж машин і устатковання,,11.8
2024,Виробництво електроенергії,,27.0
2024,Передача електроенергії,,40.0
2024,Розподілення електроенергії,,
2024,Торгівля електроенергією,,25.0
2024,Розподілення газоподібного палива через місцеві (локальні) трубопроводи,,25.0
2024,"Постачання пари, гарячої води та кондиційованого повітря",,26.2
2024,Забір очищення та постачання води,,31.7
2024,"Каналізація, відведення й очищення стічних вод",,14.1
2024,Збирання безпечних відходів,,31.1
2024,Збирання небезпечних відходів,,
2024,Оброблення та видалення безпечних відходів,,21.2
2024,Оброблення та видалення небезпечних відходів,,33.3
2024,Демонтаж (розбирання) машин і устатковання,,15.1
2024,Відновлення відсортованих відходів,,23.3
2024,Інша діяльність щодо поводження з відходами,,23.9
2024,Організація будівництва будівель,,17.7
2024,Будівництво житлових і нежитлових будівель,,13.6
2024,Будівництво доріг і автострад,,16.8
2024,Будівництво залізниць і метрополітену,,
2024,Будівництво трубопроводів,,11.7
2024,Будівництво споруд електропостачання та телекомунікацій,,12.5
2024,Будівництво водних споруд,,3.7
2024,"Будівництво інших споруд, н.в.і.у.",,15.4
2024,Знесення,,13.6
2024,Підготовчі роботи на будівельному майданчику,,17.9
2024,Розвідувальне буріння,,7.1
2024,Електромонтажні роботи,,10.5
2024,"Монтаж водопровідних мереж, систем опалення та кондиціонування",,10.7
2024,Інші будівельно-монтажні роботи,,14.9
2024,Штукатурні роботи,,13.1
2024,Установлення столярних виробів,,11.0
2024,Покриття підлоги й облицювання стін,,10.7
2024,Малярні роботи та скління,,17.3
2024,Інші роботи із завершення будівництва,,12.0
2024,Покрівельні роботи,,10.2
2024,"Інші спеціалізовані будівельні роботи, н.в.і.у.",,12.3
2024,Торгівля автомобілями та легковими автотранспортними засобами,,14.4
2024,Торгівля іншими автотранспортними засобами,,14.1
2024,Технічне обслуговування та ремонт автотранспортних засобів,,11.2
2024,Оптова торгівля деталями та приладдям для автотранспортних засобів,,29.1
2024,Роздрібна торгівля деталями та приладдям для автотранспортних засобів,,25.7
2024,"Торгівля мотоциклами, деталями та приладдям до них, технічне обслуговування і ремонт мотоциклів",,18.8
2024,"Діяльність посередників у торгівлі сільськогосподарською сировиною, живими тваринами, текстильною сировиною та напівфабрикатами",,31.7
2024,"Діяльність посередників у торгівлі паливом, рудами, металами та промисловими хімічними речовинами",,26.4
2024,"Діяльність посередників у торгівлі деревиною, будівельними матеріалами та санітарно-технічними виробами",,28.2
2024,"Діяльність посередників у торгівлі машинами, промисловим устаткованням, суднами та літаками",,19.1
2024,"Діяльність посередників у торгівлі меблями, господарськими товарами, залізними та іншими металевими виробами",,40.5
2024,"Діяльність посередників у торгівлі текстильними виробами, одягом, хутром, взуттям і шкіряними виробами",,58.4
2024,"Діяльність посередників у торгівлі продуктами харчування, напоями та тютюновими виробами",,33.1
2024,"Діяльність посередників, що спеціалізуються в торгівлі іншими товарами",,46.0
2024,Діяльність посередників у торгівлі товарами широкого асортименту,,42.3
2024,"Оптова торгівля зерном, необробленим тютюном, насінням і кормами для тварин",,29.9
2024,Оптова торгівля квітами та рослинами,,51.1
2024,Оптова торгівля живими тваринами,,31.8
2024,"Оптова торгівля шкірсировиною, шкурами та шкірою",,26.4
2024,Оптова торгівля фруктами й овочами,,36.8
2024,Оптова торгівля м'ясом і м'ясними продуктами,,39.2
2024,"Оптова торгівля молочними продуктами, яйцями, харчовими оліями та жирами",,39.6
2024,Оптова торгівля напоями,,36.4
2024,Оптова торгівля тютюновими виробами,,40.0
2024,"Оптова торгівля цукром, шоколадом і кондитерськими виробами",,41.7
2024,"Оптова торгівля кавою, чаєм, какао та прянощами",,37.5
2024,"Оптова торгівля іншими продуктами харчування, у тому числі рибою, ракоподібними і молюсками",,38.6
2024,"Неспеціалізована оптова торгівля продуктами харчування, напоями та тютюновими виробами",,40.6
2024,Оптова торгівля текстильними товарами,,46.8
2024,Оптова торгівля одягом і взуттям,,48.6
2024,"Оптова торгівля побутовими електротоварами й електронною апаратурою побутового призначення для приймання, записування, відтворювання звуку й зображення",,32.7
2024,"Оптова торгівля фарфором, скляним посудом і засобами для чищення",,44.6
2024,Оптова торгівля парфумними та косметичними товарами,,58.6
2024,Оптова торгівля фармацевтичними товарами,,49.6
2024,"Оптова торгівля меблями, килимами й освітлювальним приладдям",,42.4
2024,Оптова торгівля годинниками та ювелірними виробами,,48.6
2024,Оптова торгівля іншими товарами господарського призначення,,43.6
2024,"Оптова торгівля комп'ютерами, периферійним устаткованням і програмним забезпеченням",,33.4
2024,"Оптова торгівля електронним і телекомунікаційним устаткованням, деталями до нього",,36.9
2024,Оптова торгівля сільськогосподарськими машинами й устаткованням,,26.7
2024,Оптова торгівля верстатами,,29.5
2024,Оптова торгівля машинами й устаткованням для добувної промисловості та будівництва,,34.6
2024,"Оптова торгівля машинами й устаткованням для текстильного, швейного та трикотажного виробництва",,37.6
2024,Оптова торгівля офісними меблями,,40.7
2024,Оптова торгівля іншими офісними машинами й устаткованням,,35.2
2024,Оптова торгівля іншими машинами й устаткованням,,33.3
2024,"Оптова торгівля твердим, рідким, газоподібним паливом і подібними продуктами",,27.1
2024,Оптова торгівля металами та металевими рудами,,30.8
2024,"Оптова торгівля деревиною, будівельними матеріалами та санітарно-технічним обладнанням",,33.8
2024,"Оптова торгівля залізними виробами, водопровідним і опалювальним устаткованням і приладдям до нього",,28.6
2024,Оптова торгівля хімічними продуктами,,38.3
2024,Оптова торгівля іншими проміжними продуктами,,35.8
2024,Оптова торгівля відходами та брухтом,,25.6
2024,Неспеціалізована оптова торгівля,,39.1
2024,"Роздрібна торгівля в неспеціалізованих магазинах переважно продуктами харчування, напоями та тютюновими виробами",,65.5
2024,Інші види роздрібної торгівлі в неспеціалізованих магазинах,,60.6
2024,Роздрібна торгівля фруктами й овочами в спеціалізованих магазинах,,56.0
2024,Роздрібна торгівля м'ясом і м'ясними продуктами в спеціалізованих магазинах,,65.1
2024,"Роздрібна торгівля рибою, ракоподібними та молюсками в спеціалізованих магазинах",,56.3
2024,"Роздрібна торгівля хлібобулочними виробами, борошняними та цукровими кондитерськими виробами в спеціалізованих магазинах",,65.3
2024,Роздрібна торгівля напоями в спеціалізованих магазинах,,57.1
2024,Роздрібна торгівля тютюновими виробами в спеціалізованих магазинах,,51.8
2024,Роздрібна торгівля іншими продуктами харчування в спеціалізованих магазинах,,64.2
2024,Роздрібна торгівля пальним,,27.1
2024,"Роздрібна торгівля комп'ютерами, периферійним устаткованням і програмним забезпеченням у спеціалізованих магазинах",,27.6
2024,Роздрібна торгівля телекомунікаційним устаткованням у спеціалізованих магазинах,,30.6
2024,"Роздрібна торгівля в спеціалізованих магазинах електронною апаратурою побутового призначення для приймання, записування, відтворювання звуку й зображення",,28.8
2024,Роздрібна торгівля текстильними товарами в спеціалізованих магазинах,,74.6
2024,"Роздрібна торгівля залізними виробами, будівельними матеріалами та санітарно-технічними виробами в спеціалізованих магазинах",,37.0
2024,"Роздрібна торгівля килимами, килимовими виробами, покриттям для стін і підлоги в спеціалізованих магазинах",,46.8
2024,Роздрібна торгівля побутовими електротоварами в спеціалізованих магазинах,,37.3
2024,"Роздрібна торгівля меблями, освітлювальним приладдям та іншими товарами для дому в спеціалізованих магазинах",,52.7
2024,Роздрібна торгівля книгами в спеціалізованих магазинах,,61.1
2024,Роздрібна торгівля газетами та канцелярськими товарами в спеціалізованих магазинах,,64.9
2024,Роздрібна торгівля аудіо- та відеозаписами в спеціалізованих магазинах,,36.4
2024,Роздрібна торгівля спортивним інвентарем у спеціалізованих магазинах,,35.9
2024,Роздрібна торгівля іграми та іграшками в спеціалізованих магазинах,,68.5
2024,Роздрібна торгівля одягом у спеціалізованих магазинах,,74.0
2024,Роздрібна торгівля взуттям і шкіряними виробами в спеціалізованих магазинах,,66.5
2024,Роздрібна торгівля фармацевтичними товарами в спеціалізованих магазинах,,62.8
2024,Роздрібна торгівля медичними й ортопедичними товарами в спеціалізованих магазинах,,58.7
2024,Роздрібна торгівля косметичними товарами та туалетними приналежностями в спеціалізованих магазинах,,74.1
2024,"Роздрібна торгівля квітами, рослинами, насінням, добривами, домашніми тваринами та кормами для них у спеціалізованих магазинах",,71.5
2024,Роздрібна торгівля годинниками та ювелірними виробами в спеціалізованих магазинах,,64.1
2024,Роздрібна торгівля іншими невживаними товарами в спеціалізованих магазинах,,53.2
2024,Роздрібна торгівля уживаними товарами в магазинах,,63.6
2024,"Роздрібна торгівля з лотків і на ринках харчовими продуктами, напоями та тютюновими виробами",,64.0
2024,"Роздрібна торгівля з лотків і на ринках текстильними виробами, одягом і взуттям",,72.8
2024,Роздрібна торгівля з лотків і на ринках іншими товарами,,52.8
2024,"Роздрібна торгівля, що здійснюється фірмами поштового замовлення або через мережу Інтернет",,52.5
2024,Інші види роздрібної торгівлі поза магазинами,,41.9
2024,Пасажирський залізничний транспорт міжміського сполучення,,100.0
2024,Вантажний залізничний транспорт,,30.0
2024,Пасажирський наземний транспорт міського та приміського сполучення,,14.4
2024,Надання послуг таксі,,4.7
2024,"Інший пасажирський наземний транспорт, н.в.і.у.",,12.2
2024,Вантажний автомобільний транспорт,,11.9
2024,Надання послуг перевезення речей (переїзду),,7.8
2024,Пасажирський морський транспорт,,4.2
2024,Вантажний морський транспорт,,10.0
2024,Пасажирський річковий транспорт,,3.2
2024,Вантажний річковий транспорт,,27.3
2024,Пасажирський авіаційний транспорт,,18.2
2024,Вантажний авіаційний транспорт,,40.0
2024,Космічний транспорт,,
2024,Складське господарство,,25.2
2024,Допоміжне обслуговування наземного транспорту,,33.8
2024,Допоміжне обслуговування водного транспорту,,15.6
2024,Допоміжне обслуговування авіаційного транспорту,,54.2
2024,Транспортне оброблення вантажів,,21.1
2024,Інша допоміжна діяльність у сфері транспорту,,37.5
2024,Діяльність національної пошти,,
2024,Інша поштова та кур'єрська діяльність,,6.2
2024,Діяльність готелів і подібних засобів тимчасового розміщування,,56.1
2024,Діяльність засобів розміщування на період відпустки та іншого тимчасового проживання,,52.1
2024,Надання місць кемпінгами та стоянками для житлових автофургонів і причепів,,53.6
2024,Діяльність інших засобів тимчасового розміщування,,53.5
2024,"Діяльність ресторанів, надання послуг мобільного харчування",,55.4
2024,Постачання готових страв для подій,,61.2
2024,Постачання інших готових страв,,62.1
2024,Обслуговування напоями,,55.1
2024,Видання книг,,46.6
2024,Видання довідників і каталогів,,40.6
2024,Видання газет,,40.9
2024,Видання журналів і періодичних видань,,50.9
2024,Інші види видавничої діяльності,,40.7
2024,Видання комп'ютерних ігор,,25.6
2024,Видання іншого програмного забезпечення,,29.6
2024,"Виробництво кіно- та відеофільмів, телевізійних програм",,33.1
2024,"Компонування кіно- та відеофільмів, телевізійних програм",,28.0
2024,"Розповсюдження кіно- та відеофільмів, телевізійних програм",,35.7
2024,Демонстрація кінофільмів,,47.3
2024,Видання звукозаписів,,17.4
2024,Діяльність у сфері радіомовлення,,46.7
2024,Діяльність у сфері телевізійного мовлення,,31.3
2024,Діяльність у сфері проводового електрозв'язку,,22.5
2024,Діяльність у сфері безпроводового електрозв'язку,,10.3
2024,Діяльність у сфері супутникового електрозв'язку,,17.6
2024,Інша діяльність у сфері електрозв'язку,,27.4
2024,Комп'ютерне програмування,,25.4
2024,Консультування з питань інформатизації,,36.6
2024,Діяльність із керування комп'ютерним устаткованням,,14.1
2024,Інша діяльність у сфері інформаційних технологій і комп'ютерних систем,,33.9
2024,"Оброблення даних, розміщення інформації на веб-вузлах і пов'язана з ними діяльність",,46.5
2024,Веб-портали,,36.6
2024,Діяльність інформаційних агентств,,54.6
2024,"Надання інших інформаційних послуг, н.в.і.у.",,58.2
2024,Діяльність центрального банку,,
2024,Інші види грошового посередництва,,100.0
2024,Діяльність холдингових компаній,,23.9
2024,"Трасти, фонди та подібні фінансові суб'єкти",,16.7
2024,Фінансовий лізинг,,25.0
2024,Інші види кредитування,,29.4
2024,"Надання інших фінансових послуг (крім страхування та пенсійного забезпечення), н.в.і.у.",,35.5
2024,Страхування життя,,40.8
2024,"Інші види страхування, крім страхування життя",,46.6
2024,Перестрахування,,
2024,Недержавне пенсійне забезпечення,,50.0
2024,Управління фінансовими ринками,,33.3
2024,Посередництво за договорами по цінних паперах або товарах,,23.8
2024,"Інша допоміжна діяльність у сфері фінансових послуг, крім страхування та пенсійного забезпечення",,37.2
2024,Оцінювання ризиків та завданої шкоди,,21.5
2024,Діяльність страхових агентів і брокерів,,58.5
2024,Інша допоміжна діяльність у сфері страхування та пенсійного забезпечення,,55.5
2024,Управління фондами,,30.0
2024,Купівля та продаж власного нерухомого майна,,45.3
2024,Надання в оренду й експлуатацію  власного чи орендованого нерухомого майна,,53.9
2024,Агентства нерухомості,,58.1
2024,Управління нерухомим майном за винагороду або на основі контракту,,50.3
2024,Діяльність у сфері права,,40.9
2024,Діяльність у сфері бухгалтерського обліку й аудиту; консультування з питань оподаткування,,85.7
2024,Діяльність головних управлінь (хед-офісів),,36.4
2024,Діяльність у сфері зв'язків із громадськістю,,71.9
2024,Консультування з питань комерційної діяльності й керування,,55.2
2024,Діяльність у сфері архітектури,,33.9
2024,"Діяльність у сфері інжинірингу, геології та геодезії, надання послуг технічного консультування в цих сферах",,24.3
2024,Технічні випробування та дослідження,,15.9
2024,Дослідження й експериментальні розробки у сфері біотехнологій,,59.5
2024,Дослідження й експериментальні розробки у сфері інших природничих і технічних наук,,40.2
2024,Дослідження й експериментальні розробки у сфері суспільних і гуманітарних наук,,62.3
2024,Рекламні агентства,,48.5
2024,Посередництво в розміщенні реклами в засобах масової інформації,,51.4
2024,Дослідження кон'юнктури ринку та виявлення громадської думки,,59.6
2024,Спеціалізована діяльність із дизайну,,54.0
2024,Діяльність у сфері фотографії,,51.5
2024,Надання послуг перекладу,,70.4
2024,"Інша професійна, наукова та технічна діяльність, н.в.і.у.",,44.0
2024,Ветеринарна діяльність,,44.7
2024,Надання в оренду автомобілів і легкових автотранспортних засобів,,31.2
2024,Надання в оренду вантажних автомобілів,,32.4
2024,Прокат товарів для спорту та відпочинку,,28.2
2024,Прокат відеозаписів і дисків,,55.6
2024,Прокат інших побутових виробів і предметів особистого вжитку,,59.7
2024,Надання в оренду сільськогосподарських машин і устатковання,,30.2
2024,Надання в оренду будівельних машин і устатковання,,25.5
2024,"Надання в оренду офісних машин і устатковання, у тому числі комп'ютерів",,37.9
2024,Надання в оренду водних транспортних засобів,,44.0
2024,Надання в оренду повітряних транспортних засобів,,25.0
2024,"Надання в оренду інших машин, устатковання та товарів, н.в.і.у.",,31.8
2024,"Лізинг інтелектуальної власності та подібних продуктів, крім творів, захищених авторськими правами",,21.4
2024,Діяльність агентств працевлаштування,,66.1
2024,Діяльність агентств тимчасового працевлаштування,,50.0
2024,Інша діяльність із забезпечення трудовими ресурсами,,74.3
2024,Діяльність туристичних агентств,,76.8
2024,Діяльність туристичних операторів,,54.5
2024,Надання інших послуг із бронювання та пов'язана з цим діяльність,,60.2
2024,Діяльність приватних охоронних служб,,12.5
2024,Обслуговування систем безпеки,,10.9
2024,Проведення розслідувань,,26.8
2024,Комплексне обслуговування об'єктів,,38.9
2024,Загальне прибирання будинків,,68.9
2024,Інша діяльність із прибирання будинків і промислових об'єктів,,52.4
2024,Інші види діяльності з прибирання,,43.9
2024,Надання ландшафтних послуг,,37.1
