Year,Види економічної діяльності,Організаційно-правові форми господарювання,Область,Value
2024,Роздрібна торгівля телекомунікаційним устаткованням у спеціалізованих магазинах,,,52.8
2024,"Роздрібна торгівля в спеціалізованих магазинах електронною апаратурою побутового призначення для приймання, записування, відтворювання звуку й зображення",,,52.5
2024,Роздрібна торгівля текстильними товарами в спеціалізованих магазинах,,,41.9
2024,"Роздрібна торгівля залізними виробами, будівельними матеріалами та санітарно-технічними виробами в спеціалізованих магазинах",,,100.0
2024,"Роздрібна торгівля килимами, килимовими виробами, покриттям для стін і підлоги в спеціалізованих магазинах",,,30.0
2024,Роздрібна торгівля побутовими електротоварами в спеціалізованих магазинах,,,14.4
2024,"Роздрібна торгівля меблями, освітлювальним приладдям та іншими товарами для дому в спеціалізованих магазинах",,,4.7
2024,Роздрібна торгівля книгами в спеціалізованих магазинах,,,12.2
2024,Роздрібна торгівля газетами та канцелярськими товарами в спеціалізованих магазинах,,,11.9
2024,Роздрібна торгівля аудіо- та відеозаписами в спеціалізованих магазинах,,,7.8
2024,Роздрібна торгівля спортивним інвентарем у спеціалізованих магазинах,,,4.2
2024,Роздрібна торгівля іграми та іграшками в спеціалізованих магазинах,,,10.0
2024,Роздрібна торгівля одягом у спеціалізованих магазинах,,,3.2
2024,Роздрібна торгівля взуттям і шкіряними виробами в спеціалізованих магазинах,,,27.3
2024,Роздрібна торгівля фармацевтичними товарами в спеціалізованих магазинах,,,18.2
2024,Роздрібна торгівля медичними й ортопедичними товарами в спеціалізованих магазинах,,,40.0
2024,Роздрібна торгівля косметичними товарами та туалетними приналежностями в спеціалізованих магазинах,,,
2024,"Роздрібна торгівля квітами, рослинами, насінням, добривами, домашніми тваринами та кормами для них у спеціалізованих магазинах",,,25.2
2024,Роздрібна торгівля годинниками та ювелірними виробами в спеціалізованих магазинах,,,33.8
2024,Роздрібна торгівля іншими невживаними товарами в спеціалізованих магазинах,,,15.6
2024,Роздрібна торгівля уживаними товарами в магазинах,,,54.2
2024,"Роздрібна торгівля з лотків і на ринках харчовими продуктами, напоями та тютюновими виробами",,,21.1
2024,"Роздрібна торгівля з лотків і на ринках текстильними виробами, одягом і взуттям",,,37.5
2024,Роздрібна торгівля з лотків і на ринках іншими товарами,,,
2024,"Роздрібна торгівля, що здійснюється фірмами поштового замовлення або через мережу Інтернет",,,6.2
2024,Інші види роздрібної торгівлі поза магазинами,,,56.1
2024,Пасажирський залізничний транспорт міжміського сполучення,,,52.1
2024,Вантажний залізничний транспорт,,,53.6
2024,Пасажирський наземний транспорт міського та приміського сполучення,,,53.5
2024,Надання послуг таксі,,,55.4
2024,"Інший пасажирський наземний транспорт, н.в.і.у.",,,61.2
2024,Вантажний автомобільний транспорт,,,62.1
2024,Надання послуг перевезення речей (переїзду),,,55.1
2024,Трубопровідний транспорт,,,46.6
2024,Пасажирський морський транспорт,,,40.6
2024,Вантажний морський транспорт,,,40.9
2024,Пасажирський річковий транспорт,,,50.9
2024,Вантажний річковий транспорт,,,40.7
2024,Пасажирський авіаційний транспорт,,,25.6
2024,Вантажний авіаційний транспорт,,,29.6
2024,Складське господарство,,,33.1
2024,Допоміжне обслуговування наземного транспорту,,,28.0
2024,Допоміжне обслуговування водного транспорту,,,35.7
2024,Допоміжне обслуговування авіаційного транспорту,,,47.3
2024,Транспортне оброблення вантажів,,,17.4
2024,Інша допоміжна діяльність у сфері транспорту,,,46.7
2024,Діяльність національної пошти,,,31.3
2024,Інша поштова та кур'єрська діяльність,,,22.5
2024,Діяльність готелів і подібних засобів тимчасового розміщування,,,10.3
2024,Діяльність засобів розміщування на період відпустки та іншого тимчасового проживання,,,17.6
2024,Надання місць кемпінгами та стоянками для житлових автофургонів і причепів,,,27.4
2024,Діяльність інших засобів тимчасового розміщування,,,25.4
2024,"Діяльність ресторанів, надання послуг мобільного харчування",,,36.6
2024,Постачання готових страв для подій,,,14.1
2024,Постачання інших готових страв,,,33.9
2024,Обслуговування напоями,,,46.5
2024,Видання книг,,,36.6
2024,Видання довідників і каталогів,,,54.6
2024,Видання газет,,,58.2
2024,Видання журналів і періодичних видань,,,
2024,Інші види видавничої діяльності,,,100.0
2024,Видання комп'ютерних ігор,,,23.9
2024,Видання іншого програмного забезпечення,,,16.7
2024,"Виробництво кіно- та відеофільмів, телевізійних програм",,,25.0
2024,"Компонування кіно- та відеофільмів, телевізійних програм",,,29.4
2024,"Розповсюдження кіно- та відеофільмів, телевізійних програм",,,35.5
2024,Демонстрація кінофільмів,,,40.8
2024,Видання звукозаписів,,,46.6
2024,Діяльність у сфері радіомовлення,,,
2024,Діяльність у сфері телевізійного мовлення,,,50.0
2024,Діяльність у сфері проводового електрозв'язку,,,33.3
2024,Діяльність у сфері безпроводового електрозв'язку,,,23.8
2024,Діяльність у сфері супутникового електрозв'язку,,,37.2
2024,Інша діяльність у сфері електрозв'язку,,,21.5
2024,Комп'ютерне програмування,,,58.5
2024,Консультування з питань інформатизації,,,55.5
2024,Діяльність із керування комп'ютерним устаткованням,,,30.0
2024,Інша діяльність у сфері інформаційних технологій і комп'ютерних систем,,,45.3
2024,"Оброблення даних, розміщення інформації на веб-вузлах і пов'язана з ними діяльність",,,53.9
2024,Веб-портали,,,58.1
2024,Діяльність інформаційних агентств,,,50.3
2024,"Надання інших інформаційних послуг, н.в.і.у.",,,40.9
2024,Діяльність центрального банку,,,85.7
2024,Інші види грошового посередництва,,,36.4
2024,Діяльність холдингових компаній,,,71.9
2024,"Трасти, фонди та подібні фінансові суб'єкти",,,55.2
2024,Фінансовий лізинг,,,33.9
2024,Інші види кредитування,,,24.3
2024,"Надання інших фінансових послуг (крім страхування та пенсійного забезпечення), н.в.і.у.",,,15.9
2024,Страхування життя,,,59.5
2024,"Інші види страхування, крім страхування життя",,,40.2
2024,Перестрахування,,,62.3
2024,Недержавне пенсійне забезпечення,,,48.5
2024,Управління фінансовими ринками,,,51.4
2024,Посередництво за договорами по цінних паперах або товарах,,,59.6
2024,"Інша допоміжна діяльність у сфері фінансових послуг, крім страхування та пенсійного забезпечення",,,54.0
2024,Оцінювання ризиків та завданої шкоди,,,51.5
2024,Діяльність страхових агентів і брокерів,,,70.4
2024,Інша допоміжна діяльність у сфері страхування та пенсійного забезпечення,,,44.0
2024,Управління фондами,,,44.7
2024,Купівля та продаж власного нерухомого майна,,,31.2
2024,Надання в оренду й експлуатацію  власного чи орендованого нерухомого майна,,,32.4
2024,Агентства нерухомості,,,28.2
2024,Управління нерухомим майном за винагороду або на основі контракту,,,55.6
2024,Діяльність у сфері права,,,59.7
2024,Діяльність у сфері бухгалтерського обліку й аудиту; консультування з питань оподаткування,,,30.2
2024,Діяльність головних управлінь (хед-офісів),,,25.5
2024,Діяльність у сфері зв'язків із громадськістю,,,37.9
2024,Консультування з питань комерційної діяльності й керування,,,44.0
2024,Діяльність у сфері архітектури,,,25.0
2024,"Діяльність у сфері інжинірингу, геології та геодезії, надання послуг технічного консультування в цих сферах",,,31.8
2024,Технічні випробування та дослідження,,,21.4
2024,Дослідження й експериментальні розробки у сфері біотехнологій,,,66.1
2024,Дослідження й експериментальні розробки у сфері інших природничих і технічних наук,,,50.0
2024,Дослідження й експериментальні розробки у сфері суспільних і гуманітарних наук,,,74.3
2024,Рекламні агентства,,,76.8
2024,Посередництво в розміщенні реклами в засобах масової інформації,,,54.5
2024,Дослідження кон'юнктури ринку та виявлення громадської думки,,,60.2
2024,Спеціалізована діяльність із дизайну,,,12.5
2024,Діяльність у сфері фотографії,,,10.9
2024,Надання послуг перекладу,,,26.8
2024,"Інша професійна, наукова та технічна діяльність, н.в.і.у.",,,38.9
2024,Ветеринарна діяльність,,,68.9
2024,Надання в оренду автомобілів і легкових автотранспортних засобів,,,52.4
2024,Надання в оренду вантажних автомобілів,,,43.9
2024,Прокат товарів для спорту та відпочинку,,,37.1
2024,Прокат відеозаписів і дисків,,,74.6
2024,Прокат інших побутових виробів і предметів особистого вжитку,,,65.7
2024,Надання в оренду сільськогосподарських машин і устатковання,,,56.9
2024,Надання в оренду будівельних машин і устатковання,,,64.7
2024,"Надання в оренду офісних машин і устатковання, у тому числі комп'ютерів",,,50.0
2024,Надання в оренду водних транспортних засобів,,,47.2
2024,Надання в оренду повітряних транспортних засобів,,,48.3
2024,"Надання в оренду інших машин, устатковання та товарів, н.в.і.у.",,,33.3
2024,"Лізинг інтелектуальної власності та подібних продуктів, крім творів, захищених авторськими правами",,,80.0
2024,Діяльність агентств працевлаштування,,,50.0
2024,Діяльність агентств тимчасового працевлаштування,,,27.8
2024,Інша діяльність із забезпечення трудовими ресурсами,,,18.2
2024,Діяльність туристичних агентств,,,47.4
2024,Діяльність туристичних операторів,,,25.0
2024,Надання інших послуг із бронювання та пов'язана з цим діяльність,,,
2024,Діяльність приватних охоронних служб,,,25.0
2024,Обслуговування систем безпеки,,,88.9
2024,Проведення розслідувань,,,92.6
2024,Комплексне обслуговування об'єктів,,,77.7
2024,Загальне прибирання будинків,,,41.7
2024,Інша діяльність із прибирання будинків і промислових об'єктів,,,16.7
2024,Інші види діяльності з прибирання,,,43.0
2024,Надання ландшафтних послуг,,,53.8
2024,Надання комбінованих офісних адміністративних послуг,,,77.6
2024,"Фотокопіювання, підготування документів та інша спеціалізована допоміжна офісна діяльність",,,18.0
2024,Діяльність телефонних центрів,,,80.7
2024,Організування конгресів і торговельних виставок,,,78.5
2024,Діяльність агентств зі стягування платежів і бюро кредитних історій,,,50.3
2024,Пакування,,,62.0
2024,"Надання інших допоміжних комерційних послуг, н.в.і.у.",,,60.9
2024,Державне управління загального характеру,,,44.9
2024,"Регулювання у сферах охорони здоров'я, освіти, культури та інших соціальних сферах, крім обов'язкового соціального страхування",,,81.2
2024,Регулювання та сприяння ефективному веденню економічної діяльності,,,53.6
2024,Міжнародна діяльність,,,30.0
2024,Діяльність у сфері оборони,,,50.8
2024,Діяльність у сфері юстиції та правосуддя,,,45.2
2024,Діяльність у сфері охорони громадського порядку та безпеки,,,75.7
2024,Діяльність пожежних служб,,,86.4
2024,Діяльність у сфері обов'язкового  соціального страхування,,,76.2
2024,Дошкільна освіта,,,42.4
2024,Початкова освіта,,,35.0
2024,Загальна середня освіта,,,61.4
2024,Професійно-технічна освіта,,,33.3
2024,Фахова передвища освіта,,,68.1
2024,Вища освіта,,,38.3
2024,Освіта у сфері спорту та відпочинку,,,42.9
2024,Освіта у сфері культури,,,37.0
2024,Діяльність шкіл підготовки водіїв транспортних засобів,,,22.7
2024,"Інші види освіти, н.в.і.у.",,,41.4
2024,Допоміжна діяльність у сфері освіти,,,43.9
2024,Діяльність лікарняних закладів,,,62.7
2024,Загальна медична практика,,,34.6
2024,Спеціалізована медична практика,,,38.5
2024,Стоматологічна практика,,,51.5
2024,Інша діяльність у сфері охорони здоров'я,,,35.7
2024,Діяльність із догляду за хворими із забезпеченням проживання,,,46.7
2024,Надання послуг догляду із забезпеченням проживання для осіб з розумовими вадами та хворих на наркоманію,,,
2024,Надання послуг догляду із забезпеченням проживання для осіб похилого віку та інвалідів,,,29.8
2024,Надання інших послуг догляду із забезпеченням проживання,,,
2024,Надання соціальної допомоги без забезпечення проживання для осіб похилого віку та інвалідів,,,62.4
2024,Денний догляд за дітьми,,,13.1
2024,"Надання іншої соціальної допомоги без забезпечення проживання, н.в.і.у.",,,9.2
2024,Театральна та концертна діяльність,,,6.1
2024,Діяльність із підтримки театральних і концертних заходів,,,7.4
2024,Індивідуальна мистецька діяльність,,,15.9
2024,Функціювання театральних і концертних залів,,,14.7
2024,Функціювання бібліотек і архівів,,,11.4
2024,Функціювання музеїв,,,73.4
2024,"Діяльність із охорони  та використання пам'яток історії, будівель та інших пам'яток культури",,,56.0
2024,"Функціювання ботанічних садів, зоопарків і природних заповідників",,,93.9
2024,Організування азартних ігор,,,42.0
2024,Функціювання спортивних споруд,,,62.6
2024,Діяльність спортивних клубів,,,59.3
2024,Діяльність фітнес-центрів,,,76.9
2024,Інша діяльність у сфері спорту,,,34.9
2024,Функціювання атракціонів і тематичних парків,,,30.8
2024,Організування інших видів відпочинку та розваг,,,13.6
2024,Діяльність організацій промисловців і підприємців,,,41.8
2024,,,Україна,47.5
2024,,,Автономна Республіка Крим,
2024,,,Вінницька,47.2
2024,,,Волинська,49.1
2024,,,Дніпропетровська,48.7
2024,,,Донецька,48.8
2024,,,Житомирська,48.0
2024,,,Закарпатська,47.8
2024,,,Запорізька,47.0
2024,,,Івано-Франківська,47.3
2024,,,Київська,49.2
2024,,,Кіровоградська,50.1
2024,,,Луганська,49.6
2024,,,Львівська,47.0
2024,,,Миколаївська,48.9
2024,,,Одеська,49.3
2024,,,Полтавська,49.0
2024,,,Рівненська,49.1
2024,,,Сумська,47.6
2024,,,Тернопільська,45.2
2024,,,Харківська,43.1
2024,,,Херсонська,47.6
2024,,,Хмельницька,51.6
2024,,,Черкаська,46.3
2024,,,Чернівецька,47.7
2024,,,Чернігівська,48.4
2024,,,м. Київ,45.0
2024,,,м. Севастополь,
2025,"Вирощування зернових культур (крім рису), бобових культур і насіння олійних культур",,,17.2
2025,Вирощування рису,,,27.3
2025,"Вирощування овочів і баштанних культур, коренеплодів і бульбоплодів",,,28.9
2025,Вирощування цукрової тростини,,,
2025,Вирощування тютюну,,,100.0
2025,Вирощування прядивних культур,,,46.3
2025,Вирощування інших однорічних і дворічних культур,,,25.4
2025,Вирощування винограду,,,40.0
2025,Вирощування зерняткових і кісточкових фруктів,,,
2025,"Вирощування ягід, горіхів, інших плодових дерев і чагарників",,,22.8
2025,Вирощування культур для виробництва напоїв,,,31.8
2025,"Вирощування пряних, ароматичних і лікарських культур",,,
2025,Вирощування інших багаторічних культур,,,51.4
2025,Відтворення рослин,,,35.8
2025,Розведення великої рогатої худоби молочних порід,,,41.6
2025,Розведення іншої великої рогатої худоби та буйволів,,,31.4
2025,Розведення коней та інших тварин родини конячих,,,13.7
2025,Розведення верблюдів та інших тварин родини верблюдячих,,,45.5
2025,Розведення овець і кіз,,,31.6
2025,Розведення свиней,,,24.5
2025,Розведення свійської птиці,,,33.9
2025,Розведення інших тварин,,,30.7
2025,Змішане сільське господарство,,,20.5
2025,Допоміжна діяльність у рослинництві,,,19.2
2025,Допоміжна діяльність у тваринництві,,,31.6
2025,Післяурожайна діяльність,,,21.1
2025,Оброблення насіння для відтворення,,,24.6
2025,"Мисливство, відловлювання тварин і надання пов'язаних із ними послуг",,,31.3
2025,Лісівництво та інша діяльність у лісовому господарстві,,,27.2
2025,Лісозаготівлі,,,19.2
2025,Збирання дикорослих недеревних продуктів,,,38.4
2025,Надання допоміжних послуг у лісовому господарстві,,,19.7
2025,Морське рибальство,,,14.8
2025,Прісноводне рибальство,,,17.3
2025,Морське рибництво (аквакультура),,,17.4
2025,Прісноводне рибництво (аквакультура),,,16.2
2025,Добування кам'яного вугілля,,,
2025,Добування бурого вугілля,,,20.0
2025,Добування сирої нафти,,,23.1
2025,Добування природного газу,,,28.6
2025,Добування залізних руд,,,11.1
2025,Добування уранових і торієвих руд,,,29.4
2025,Добування руд інших кольорових металів,,,26.7
2025,"Добування декоративного та будівельного каменю, вапняку, гіпсу, крейди та глинистого сланцю",,,40.1
2025,"Добування піску, гравію, глин і каоліну",,,40.0
2025,Добування мінеральної сировини для хімічної промисловості та виробництва мінеральних добрив,,,25.0
2025,Добування торфу,,,45.2
2025,Добування солі,,,47.5
2025,"Добування інших корисних копалин та розроблення кар'єрів, н.в.і.у.",,,26.8
2025,Надання допоміжних послуг у сфері добування нафти та природного газу,,,61.5
2025,Надання допоміжних послуг у сфері добування інших корисних копалин та розроблення кар'єрів,,,46.5
2025,Виробництво м'яса,,,43.3
2025,Виробництво м'яса свійської птиці,,,25.3
2025,Виробництво м'ясних продуктів,,,61.5
2025,"Перероблення та консервування риби, ракоподібних і молюсків",,,60.9
2025,Перероблення та консервування картоплі,,,49.4
2025,Виробництво фруктових і овочевих соків,,,50.0
2025,Інші види перероблення та консервування фруктів і овочів,,,76.1
2025,Виробництво олії та тваринних жирів,,,39.4
2025,Виробництво маргарину і подібних харчових жирів,,,33.8
2025,"Перероблення молока, виробництво масла та сиру",,,58.8
2025,Виробництво морозива,,,40.0
2025,Виробництво продуктів борошномельно-круп'яної промисловості,,,48.4
2025,Виробництво крохмалів та крохмальних продуктів,,,24.2
2025,"Виробництво хліба та хлібобулочних виробів; виробництво борошняних кондитерських виробів, тортів і тістечок нетривалого зберігання",,,35.3
2025,"Виробництво сухарів і сухого печива; виробництво борошняних кондитерських виробів, тортів і тістечок тривалого зберігання",,,23.1
2025,Виробництво макаронних виробів та подібних борошняних виробів,,,20.0
2025,Виробництво цукру,,,37.5
2025,"Виробництво какао, шоколаду та цукрових кондитерських виробів",,,16.7
2025,Виробництво чаю та кави,,,32.0
2025,Виробництво прянощів і приправ,,,33.3
2025,Виробництво готової їжі та страв,,,46.7
2025,Виробництво дитячого харчування та дієтичних харчових продуктів,,,46.3
2025,"Виробництво інших харчових продуктів, н.в.і.у.",,,58.8
2025,"Виробництво готових кормів для тварин, що утримуються на фермах",,,68.8
2025,Виробництво готових кормів для домашніх тварин,,,72.0
2025,"Дистиляція, ректифікація та змішування спиртних напоїв",,,51.9
2025,Виробництво виноградних вин,,,42.9
2025,Виробництво сидру та інших плодово-ягідних вин,,,40.6
2025,Виробництво інших недистильованих напоїв із зброджуваних продуктів,,,51.2
2025,Виробництво пива,,,72.0
2025,Виробництво солоду,,,69.8
2025,"Виробництво безалкогольних напоїв; виробництво мінеральних вод та інших вод, розлитих у пляшки",,,65.0
2025,Виробництво тютюнових виробів,,,76.0
2025,Підготування та прядіння текстильних волокон,,,75.4
2025,Ткацьке виробництво,,,77.6
2025,Оздоблення текстильних виробів,,,60.0
2025,Виробництво трикотажного полотна,,,39.2
2025,"Виробництво готових текстильних виробів, крім одягу",,,74.0
2025,Виробництво килимів і килимових виробів,,,19.4
2025,"Виробництво канатів, мотузок, шпагату та сіток",,,48.9
2025,"Виробництво нетканих текстильних матеріалів та виробів із них, крім одягу",,,31.7
2025,Виробництво інших текстильних виробів технічного та промислового призначення,,,19.8
2025,"Виробництво інших текстильних виробів, н.в.і.у.",,,24.7
2025,Виробництво одягу зі шкіри,,,11.8
2025,Виробництво робочого одягу,,,27.3
2025,Виробництво іншого верхнього одягу,,,24.3
2025,Виробництво спіднього одягу,,,25.0
2025,Виробництво іншого одягу й аксесуарів,,,33.3
2025,Виготовлення виробів із хутра,,,41.0
2025,Виробництво панчішно-шкарпеткових виробів,,,37.3
2025,Виробництво іншого трикотажного та в'язаного одягу,,,44.2
2025,Дублення шкур і оздоблення шкіри; вичинка та фарбування хутра,,,42.9
2025,"Виробництво дорожніх виробів, сумок, лимарно-сідельних виробів зі шкіри та інших матеріалів",,,49.6
2025,Виробництво взуття,,,30.9
2025,Лісопильне та стругальне виробництво,,,42.8
2025,"Виробництво фанери, дерев'яних плит і панелей, шпону",,,45.6
2025,Виробництво щитового паркету,,,52.4
2025,Виробництво інших дерев'яних будівельних конструкцій і столярних виробів,,,36.2
2025,Виробництво дерев'яної тари,,,
2025,"Виробництво інших виробів з деревини; виготовлення виробів з корка, соломки та рослинних матеріалів для плетіння",,,
2025,Виробництво паперової маси,,,9.1
2025,Виробництво паперу та картону,,,42.9
2025,"Виробництво гофрованого паперу та картону, паперової та картонної тари",,,40.7
2025,Виробництво паперових виробів господарсько-побутового та санітарно-гігієнічного призначення,,,23.3
2025,Виробництво паперових канцелярських  виробів,,,20.3
2025,Виробництво шпалер,,,18.8
2025,Виробництво інших виробів з паперу та картону,,,100.0
2025,Друкування газет,,,18.8
2025,Друкування іншої продукції,,,20.7
2025,Виготовлення друкарських форм і надання інших поліграфічних послуг,,,47.8
2025,Брошурувально-палітурна діяльність і надання пов'язаних із нею послуг,,,74.7
2025,"Тиражування звуко-, відеозаписів і програмного забезпечення",,,
2025,Виробництво коксу та коксопродуктів,,,22.2
2025,Виробництво продуктів нафтоперероблення,,,66.7
2025,Виробництво промислових газів,,,31.7
2025,Виробництво барвників і пігментів,,,
2025,Виробництво інших основних неорганічних хімічних речовин,,,28.6
2025,Виробництво інших основних органічних хімічних речовин,,,31.6
2025,Виробництво добрив і азотних сполук,,,16.0
2025,Виробництво пластмас у первинних формах,,,22.0
2025,Виробництво синтетичного каучуку в первинних формах,,,26.5
2025,Виробництво пестицидів та іншої агрохімічної продукції,,,31.0
2025,"Виробництво фарб, лаків і подібної продукції, друкарської фарби та мастик",,,23.0
2025,"Виробництво мила та мийних засобів, засобів для чищення та полірування",,,23.2
2025,Виробництво парфумних і косметичних засобів,,,16.7
2025,Виробництво вибухових речовин,,,14.0
2025,Виробництво клеїв,,,50.0
2025,Виробництво ефірних олій,,,
2025,"Виробництво іншої хімічної продукції, н.в.і.у.",,,32.8
2025,Виробництво штучних і синтетичних волокон,,,20.0
2025,Виробництво основних фармацевтичних продуктів,,,38.9
2025,Виробництво фармацевтичних препаратів і матеріалів,,,33.3
2025,"Виробництво гумових шин, покришок і камер; відновлення протектора гумових шин і покришок",,,45.8
2025,Виробництво інших гумових виробів,,,22.2
2025,"Виробництво плит, листів, труб і профілів із пластмас",,,20.0
2025,Виробництво тари з пластмас,,,46.3
2025,Виробництво будівельних виробів із пластмас,,,25.0
2025,Виробництво інших виробів із пластмас,,,27.8
2025,Виробництво листового скла,,,16.1
2025,Формування й оброблення листового скла,,,23.3
2025,Виробництво порожнистого скла,,,20.9
2025,Виробництво скловолокна,,,9.8
2025,"Виробництво й оброблення інших скляних виробів, у тому числі технічних",,,
2025,Виробництво вогнетривких виробів,,,15.9
2025,Виробництво керамічних плиток і плит,,,17.2
2025,"Виробництво цегли, черепиці та інших будівельних виробів із випаленої глини",,,15.4
2025,Виробництво господарських і декоративних керамічних виробів,,,24.6
2025,Виробництво керамічних санітарно-технічних виробів,,,12.5
2025,Виробництво керамічних електроізоляторів та ізоляційної арматури,,,27.3
2025,Виробництво інших керамічних виробів технічного призначення,,,25.0
2025,Виробництво інших керамічних виробів,,,
2025,Виробництво цементу,,,16.0
2025,Виробництво вапна та гіпсових сумішей,,,
2025,Виготовлення виробів із бетону для будівництва,,,75.0
2025,Виготовлення виробів із гіпсу для будівництва,,,66.7
2025,"Виробництво бетонних розчинів, готових для використання",,,
2025,Виробництво сухих будівельних сумішей,,,23.1
2025,Виготовлення виробів із волокнистого цементу,,,22.2
2025,"Виробництво інших виробів із бетону, гіпсу та цементу",,,7.7
2025,"Різання, оброблення та оздоблення декоративного та будівельного каменю",,,7.7
2025,Виробництво абразивних виробів,,,13.9
2025,"Виробництво неметалевих мінеральних виробів, н.в.і.у.",,,13.9
2025,"Виробництво чавуну, сталі та феросплавів",,,14.4
2025,"Виробництво труб, порожнистих профілів і фітингів зі сталі",,,14.1
2025,Холодне волочіння прутків і профілів,,,9.5
2025,Холодний прокат вузької штаби,,,8.9
2025,Холодне штампування та гнуття,,,18.1
2025,Холодне волочіння дроту,,,14.4
2025,Виробництво дорогоцінних металів,,,10.7
2025,Виробництво алюмінію,,,10.1
2025,"Виробництво свинцю, цинку й олова",,,16.5
2025,Виробництво міді,,,31.8
2025,Виробництво інших кольорових металів,,,23.5
2025,Лиття чавуну,,,18.5
2025,Лиття сталі,,,21.7
2025,Лиття легких кольорових металів,,,15.5
2025,Лиття інших кольорових металів,,,28.1
2025,Виробництво будівельних металевих конструкцій і частин конструкцій,,,21.5
2025,Виробництво металевих дверей і вікон,,,16.7
2025,Виробництво радіаторів і  котлів центрального опалення,,,25.8
2025,"Виробництво інших металевих баків, резервуарів і контейнерів",,,10.3
2025,"Виробництво парових котлів, крім котлів центрального опалення",,,14.4
2025,Виробництво зброї та боєприпасів,,,16.7
2025,"Кування, пресування, штампування, профілювання; порошкова металургія",,,26.3
2025,Оброблення металів та нанесення покриття на метали,,,44.4
2025,Механічне оброблення металевих виробів,,,22.0
2025,Виробництво столових приборів,,,7.9
2025,Виробництво замків і дверних петель,,,35.0
2025,Виробництво інструментів,,,37.5
2025,Виробництво сталевих бочок і подібних контейнерів,,,23.1
2025,Виробництво легких металевих паковань,,,9.1
2025,"Виробництво виробів із дроту, ланцюгів і пружин",,,23.4
2025,Виробництво кріпильних і ґвинтонарізних виробів,,,27.6
2025,"Виробництво інших готових металевих виробів, н.в.і.у.",,,25.0
2025,Виробництво електронних компонентів,,,19.2
2025,Виробництво змонтованих електронних плат,,,43.8
2025,Виробництво комп'ютерів і периферійного устатковання,,,19.8
2025,Виробництво обладнання зв'язку,,,14.3
2025,"Виробництво електронної апаратури побутового призначення для приймання, записування та відтворювання звуку й зображення",,,
2025,"Виробництво інструментів і обладнання для вимірювання, дослідження та навігації",,,8.8
2025,Виробництво годинників,,,13.0
2025,"Виробництво радіологічного, електромедичного й електротерапевтичного устатковання",,,18.6
2025,Виробництво оптичних приладів і фотографічного устатковання,,,
2025,Виробництво магнітних і оптичних носіїв даних,,,17.1
2025,"Виробництво електродвигунів, генераторів і трансформаторів",,,13.3
2025,Виробництво електророзподільчої та контрольної апаратури,,,21.1
2025,Виробництво батарей і акумуляторів,,,22.7
2025,Виробництво волоконно-оптичних кабелів,,,26.2
2025,Виробництво інших видів електронних і електричних проводів та кабелів,,,
2025,Виробництво електромонтажних пристроїв,,,14.3
2025,Виробництво електричного освітлювального устатковання,,,14.6
2025,Виробництво електричних побутових приладів,,,30.8
2025,Виробництво неелектричних побутових приладів,,,20.0
2025,Виробництво іншого електричного устатковання,,,23.5
2025,"Виробництво двигунів і турбін, крім авіаційних, автотранспортних і мотоциклетних двигунів",,,18.4
2025,Виробництво гідравлічного та пневматичного устатковання,,,22.2
2025,Виробництво інших помп і компресорів,,,13.0
2025,Виробництво інших кранів і клапанів,,,10.5
2025,"Виробництво підшипників, зубчастих передач, елементів механічних передач і приводів",,,21.5
2025,"Виробництво духових шаф, печей і пічних пальників",,,6.4
2025,Виробництво підіймального та вантажно-розвантажувального устатковання,,,26.5
2025,"Виробництво офісних машин і устатковання, крім комп'ютерів і периферійного устатковання",,,16.7
2025,Виробництво ручних електромеханічних і пневматичних інструментів,,,19.1
2025,Виробництво промислового холодильного та вентиляційного устатковання,,,
