Year,Type of economic activity,Organisation and legal forms,Region,Number of employees,Value
2018,B444,,,,
2018,B445,,,,
2018,B446,,,,
2018,B447,,,,
2018,B448,,,,
2018,B449,,,,
2018,B450,,,,
2018,B451,,,,
2018,B452,,,,
2018,B453,,,,
2018,B454,,,,
2018,B455,,,,
2018,B456,,,,
2018,B457,,,,
2018,B458,,,,
2018,B459,,,,
2018,B460,,,,
2018,B461,,,,
2018,B462,,,,
2018,B463,,,,
2018,B464,,,,
2018,B465,,,,
2018,B466,,,,
2018,B467,,,,
2018,B468,,,,
2018,B469,,,,
2018,B470,,,,
2018,B471,,,,
2018,B472,,,,
2018,B473,,,,
2018,B474,,,,
2018,B475,,,,
2018,B476,,,,
2018,B477,,,,
2018,B478,,,,
2018,B479,,,,
2018,B480,,,,
2018,B481,,,,
2018,B482,,,,
2018,B483,,,,
2018,B484,,,,
2018,B485,,,,
2018,B486,,,,
2018,B487,,,,
2018,B488,,,,
2018,B489,,,,
2018,B490,,,,
2018,B491,,,,
2018,B492,,,,
2018,B493,,,,
2018,B494,,,,
2018,B495,,,,
2018,B496,,,,
2018,B497,,,,
2018,B498,,,,
2018,B499,,,,
2018,B500,,,,
2018,B501,,,,
2018,B502,,,,
2018,B503,,,,
2018,B504,,,,
2018,B505,,,,
2018,B506,,,,
2018,B507,,,,
2018,B508,,,,
2018,B509,,,,
2018,B510,,,,
2018,B511,,,,
2018,B512,,,,
2018,B513,,,,
2018,B514,,,,
2018,B515,,,,
2018,B516,,,,
2018,B517,,,,
2018,B518,,,,
2018,B519,,,,
2018,B520,,,,
2018,B521,,,,
2018,B522,,,,
2018,B523,,,,
2018,B524,,,,
2018,B525,,,,
2018,B526,,,,
2018,B527,,,,
2018,B528,,,,
2018,B529,,,,
2018,B530,,,,
2018,B531,,,,
2018,B532,,,,
2018,B533,,,,
2018,B534,,,,
2018,B535,,,,
2018,B536,,,,
2018,B537,,,,
2018,B538,,,,
2018,B539,,,,
2018,B540,,,,
2018,B541,,,,
2018,B542,,,,
2018,B543,,,,
2018,B544,,,,
2018,B545,,,,
2018,B546,,,,
2018,B547,,,,
2018,B548,,,,
2018,B549,,,,
2018,B550,,,,
2018,B551,,,,
2018,B552,,,,
2018,B553,,,,
2018,B554,,,,
2018,B555,,,,
2018,B556,,,,
2018,B557,,,,
2018,B558,,,,
2018,B559,,,,
2018,B560,,,,
2018,B561,,,,
2018,B562,,,,
2018,B563,,,,
2018,B564,,,,
2018,B565,,,,
2018,B566,,,,
2018,B567,,,,
2018,B568,,,,
2018,B569,,,,
2018,B570,,,,
2018,B571,,,,
2018,B572,,,,
2018,B573,,,,
2018,B574,,,,
2018,B575,,,,
2018,B576,,,,
2018,B577,,,,
2018,B578,,,,
2018,B579,,,,
2018,B580,,,,
2018,B581,,,,
2018,B582,,,,
2018,B583,,,,
2018,B584,,,,
2018,B585,,,,
2018,B586,,,,
2018,B587,,,,
2018,B588,,,,
2018,B589,,,,
2018,B590,,,,
2018,B591,,,,
2018,B592,,,,
2018,B593,,,,
2018,B594,,,,
2018,B595,,,,
2018,B596,,,,
2018,B597,,,,
2018,B598,,,,
2018,B599,,,,
2018,B600,,,,
2018,B601,,,,
2018,B602,,,,
2018,B603,,,,
2018,B604,,,,
2018,B605,,,,
2018,B606,,,,
2018,B607,,,,
2018,B608,,,,
2018,B609,,,,
2018,B610,,,,
2018,B611,,,,
2018,,,,,
2018,,farm,,,
2018,,private_enterprise,,,
2018,,collective_enterprise,,,
2018,,public_enterprise,,,
2018,,state-run_enterprise,,,
2018,,communal_enterprise,,,
2018,,joint_communal_enterprise,,,
2018,,subsidiary,,,
2018,,foreign_enterprise,,,
2018,,enterprise_association_of_citizens,,,
2018,,enterprise_founded_by_consumer_partnership,,,
2018,,rental_enterprise,,,
2018,,individual_enterprise,,,
2018,,family_enterprise,,,
2018,,joint_enterprise,,,
2018,,joint-stock_company,,,
2018,,public_joint-stock_partnership,,,
2018,,private_joint-stock_partnership,,,
2018,,state_joint_stock_company,,,
2018,,holding_company,,,
2018,,limited_liability_partnership,,,
2018,,extended_liability_partnership,,,
2018,,full_liability_partnership,,,
2018,,mixed_liability_company,,,
2018,,lawyers_union,,,
2018,,law_office,,,
2018,,cooperative,,,
2018,,production_cooperative,,,
2018,,serve_cooperative,,,
2018,,housing_construction_cooperativ,,,
2018,,garage_cooperativ,,,
2018,,consumer_cooperativ,,,
2018,,consumer_partnership,,,
2018,,Bgriculture_and_production_cooperativ,,,
2018,,Bgriculture_and_serve_cooperativ,,,
2018,,Bgriculture_cooperativ,,,
2018,,organisation_establishment_institution,,,
2018,,Buthority_of_state_power_organization,,,
2018,,Buthority_of_state_power,,,
2018,,courts,,,
2018,,Buthority_of_municipality_power,,,
2018,,state-run_organisation,,,
2018,,communal_establishment_institution,,,
2018,,private_establishment_institution,,,
2018,,organisation_establishment_institution_public_association,,,
2018,,organization_of_tenants,,,
2018,,organization_of_customers,,,
2018,,Bssociation,,,
2018,,corporation,,,
2018,,consortium,,,
2018,,concern,,,
2018,,union_of_consumer_partnerships,,,
2018,,other_associations_of_legal_persons,,,
2018,,Buthority_of_advocacy_self-government,,,
2018,,Buthority_of_judge_self-government,,,
2018,,Budit_chamber_of_ukraine,,,
2018,,organization_of_water_users,,,
2018,,commodity_exchange,,,
2018,,credit_union,,,
2018,,not_state_pension_fund,,,
2018,,political_party,,,
2018,,non-profit_organisation,,,
2018,,public_union,,,
2018,,religious_organisation,,,
2018,,trade_union_association_of_trade_unions,,,
2018,,trade_union,,,
2018,,Bssociation_of_trade_unions,,,
2018,,creative_union_other_professional_organisation,,,
2018,,charitable_organisation,,,
2018,,organization_of_employers,,,
2018,,condominium,,,
2018,,community_association_population,,,
2018,,gardening_partnership,,,
2018,,,Ukraine,,
2018,,,autonomous_Republic_of_Crimea,,
2018,,,11_reg_Vinnytsya,,
2018,,,12_reg_Volyn,,
2018,,,13_reg_Dnipropetrovsk,,
2018,,,14_reg_Donetsk,,
2018,,,15_reg_Zhytomyr,,
2018,,,16_reg_Zakarpattya,,
2018,,,17_reg_Zaporizhzhya,,
2018,,,18_reg_Ivano-Frankivsk,,
2018,,,19_reg_Kyiv,,
2018,,,20_reg_Kirovohrad,,
2018,,,21_reg_Luhansk,,
2018,,,22_reg_Lviv,,
2018,,,23_reg_Mykolayiv,,
2018,,,24_reg_Odesa,,
2018,,,25_reg_Poltava,,
2018,,,26_reg_Rivne,,
2018,,,27_reg_Sumy,,
2018,,,28_reg_Ternopil,,
2018,,,29_reg_Kharkiv,,
2018,,,30_reg_Kherson,,
2018,,,31_reg_Khmelnytskiy,,
2018,,,32_reg_Cherkasy,,
2018,,,33_reg_Chernivtsi,,
2018,,,34_reg_Chernihiv,,
2018,,,35_reg_Kyiv_city,,
2018,,,city_Sevastopol,,
2018,,,city_Sevastopol,,
2019,B01,,,,
2019,B02,,,,
2019,B03,,,,
2019,B04,,,,
2019,B05,,,,
2019,B06,,,,
2019,B07,,,,
2019,B08,,,,
2019,B09,,,,
2019,B10,,,,
2019,B11,,,,
2019,B12,,,,
2019,B13,,,,
2019,B14,,,,
2019,B15,,,,
2019,B16,,,,
2019,B17,,,,
2019,B18,,,,
2019,B19,,,,
2019,B20,,,,
2019,B21,,,,
2019,B22,,,,
2019,B23,,,,
2019,B24,,,,
2019,B25,,,,
2019,B26,,,,
2019,B27,,,,
2019,B28,,,,
2019,B29,,,,
2019,B30,,,,
2019,B31,,,,
2019,B32,,,,
2019,B33,,,,
2019,B34,,,,
2019,B35,,,,
2019,B36,,,,
2019,B37,,,,
2019,B38,,,,
2019,B39,,,,
2019,B40,,,,
2019,B41,,,,
2019,B42,,,,
2019,B43,,,,
2019,B44,,,,
2019,B45,,,,
2019,B46,,,,
2019,B47,,,,
2019,B48,,,,
2019,B49,,,,
2019,B50,,,,
2019,B51,,,,
2019,B52,,,,
2019,B53,,,,
2019,B54,,,,
2019,B55,,,,
2019,B56,,,,
2019,B57,,,,
2019,B58,,,,
2019,B59,,,,
2019,B60,,,,
2019,B61,,,,
2019,B62,,,,
2019,B63,,,,
2019,B64,,,,
2019,B65,,,,
2019,B66,,,,
2019,B67,,,,
2019,B68,,,,
2019,B69,,,,
2019,B70,,,,
2019,B71,,,,
2019,B72,,,,
2019,B73,,,,
2019,B74,,,,
2019,B75,,,,
2019,B76,,,,
2019,B77,,,,
2019,B78,,,,
2019,B79,,,,
2019,B80,,,,
2019,B81,,,,
2019,B82,,,,
2019,B83,,,,
2019,B84,,,,
2019,B85,,,,
2019,B86,,,,
2019,B87,,,,
2019,B88,,,,
2019,B89,,,,
2019,B90,,,,
2019,B91,,,,
2019,B92,,,,
2019,B93,,,,
2019,B94,,,,
2019,B95,,,,
2019,B96,,,,
2019,B97,,,,
2019,B98,,,,
2019,B99,,,,
2019,B100,,,,
2019,B101,,,,
2019,B102,,,,
2019,B103,,,,
2019,B104,,,,
2019,B105,,,,
2019,B106,,,,
2019,B107,,,,
2019,B108,,,,
2019,B109,,,,
2019,B110,,,,
2019,B111,,,,
2019,B112,,,,
2019,B113,,,,
2019,B114,,,,
2019,B115,,,,
2019,B116,,,,
2019,B117,,,,
2019,B118,,,,
2019,B119,,,,
2019,B120,,,,
2019,B121,,,,
2019,B122,,,,
2019,B123,,,,
2019,B124,,,,
2019,B125,,,,
2019,B126,,,,
2019,B127,,,,
2019,B128,,,,
2019,B129,,,,
2019,B130,,,,
2019,B131,,,,
2019,B132,,,,
2019,B133,,,,
2019,B134,,,,
2019,B135,,,,
2019,B136,,,,
2019,B137,,,,
2019,B138,,,,
2019,B139,,,,
2019,B140,,,,
2019,B141,,,,
2019,B142,,,,
2019,B143,,,,
2019,B144,,,,
2019,B145,,,,
2019,B146,,,,
2019,B147,,,,
2019,B148,,,,
2019,B149,,,,
2019,B150,,,,
2019,B151,,,,
2019,B152,,,,
2019,B153,,,,
2019,B154,,,,
2019,B155,,,,
2019,B156,,,,
2019,B157,,,,
2019,B158,,,,
2019,B159,,,,
2019,B160,,,,
2019,B161,,,,
2019,B162,,,,
2019,B163,,,,
2019,B164,,,,
2019,B165,,,,
2019,B166,,,,
2019,B167,,,,
2019,B168,,,,
2019,B169,,,,
2019,B170,,,,
2019,B171,,,,
2019,B172,,,,
2019,B173,,,,
2019,B174,,,,
2019,B175,,,,
2019,B176,,,,
2019,B177,,,,
2019,B178,,,,
2019,B179,,,,
2019,B180,,,,
2019,B181,,,,
2019,B182,,,,
2019,B183,,,,
2019,B184,,,,
2019,B185,,,,
2019,B186,,,,
2019,B187,,,,
2019,B188,,,,
2019,B189,,,,
2019,B190,,,,
2019,B191,,,,
2019,B192,,,,
2019,B193,,,,
2019,B194,,,,
2019,B195,,,,
2019,B196,,,,
2019,B197,,,,
2019,B198,,,,
2019,B199,,,,
2019,B200,,,,
2019,B201,,,,
2019,B202,,,,
2019,B203,,,,
2019,B204,,,,
2019,B205,,,,
2019,B206,,,,
2019,B207,,,,
2019,B208,,,,
2019,B209,,,,
2019,B210,,,,
2019,B211,,,,
2019,B212,,,,
2019,B213,,,,
2019,B214,,,,
2019,B215,,,,
2019,B216,,,,
2019,B217,,,,
2019,B218,,,,
2019,B219,,,,
2019,B220,,,,
2019,B221,,,,
2019,B222,,,,
2019,B223,,,,
2019,B224,,,,
2019,B225,,,,
2019,B226,,,,
2019,B227,,,,
2019,B228,,,,
2019,B229,,,,
2019,B230,,,,
2019,B231,,,,
2019,B232,,,,
2019,B233,,,,
2019,B234,,,,
2019,B235,,,,
2019,B236,,,,
2019,B237,,,,
2019,B238,,,,
2019,B239,,,,
2019,B240,,,,
2019,B241,,,,
2019,B242,,,,
2019,B243,,,,
2019,B244,,,,
2019,B245,,,,
2019,B246,,,,
2019,B247,,,,
2019,B248,,,,
2019,B249,,,,
2019,B250,,,,
2019,B251,,,,
2019,B252,,,,
2019,B253,,,,
2019,B254,,,,
2019,B255,,,,
2019,B256,,,,
2019,B257,,,,
2019,B258,,,,
2019,B259,,,,
2019,B260,,,,
2019,B261,,,,
2019,B262,,,,
2019,B263,,,,
2019,B264,,,,
2019,B265,,,,
2019,B266,,,,
2019,B267,,,,
2019,B268,,,,
2019,B269,,,,
2019,B270,,,,
2019,B271,,,,
2019,B272,,,,
2019,B273,,,,
2019,B274,,,,
2019,B275,,,,
2019,B276,,,,
2019,B277,,,,
2019,B278,,,,
2019,B279,,,,
2019,B280,,,,
2019,B281,,,,
2019,B282,,,,
2019,B283,,,,
2019,B284,,,,
2019,B285,,,,
2019,B286,,,,
2019,B287,,,,
2019,B288,,,,
2019,B289,,,,
2019,B290,,,,
2019,B291,,,,
2019,B292,,,,
2019,B293,,,,
2019,B294,,,,
2019,B295,,,,
2019,B296,,,,
2019,B297,,,,
2019,B298,,,,
2019,B299,,,,
2019,B300,,,,
2019,B301,,,,
2019,B302,,,,
2019,B303,,,,
2019,B304,,,,
2019,B305,,,,
2019,B306,,,,
2019,B307,,,,
2019,B308,,,,
2019,B309,,,,
2019,B310,,,,
2019,B311,,,,
2019,B312,,,,
2019,B313,,,,
2019,B314,,,,
2019,B315,,,,
2019,B316,,,,
2019,B317,,,,
2019,B318,,,,
2019,B319,,,,
2019,B320,,,,
2019,B321,,,,
2019,B322,,,,
2019,B323,,,,
2019,B324,,,,
2019,B325,,,,
2019,B326,,,,
2019,B327,,,,
2019,B328,,,,
2019,B329,,,,
2019,B330,,,,
2019,B331,,,,
2019,B332,,,,
2019,B333,,,,
2019,B334,,,,
2019,B335,,,,
2019,B336,,,,
2019,B337,,,,
2019,B338,,,,
2019,B339,,,,
2019,B340,,,,
2019,B341,,,,
2019,B342,,,,
2019,B343,,,,
2019,B344,,,,
2019,B345,,,,
2019,B346,,,,
2019,B347,,,,
2019,B348,,,,
2019,B349,,,,
2019,B350,,,,
2019,B351,,,,
2019,B352,,,,
2019,B353,,,,
2019,B354,,,,
2019,B355,,,,
2019,B356,,,,
2019,B357,,,,
2019,B358,,,,
2019,B359,,,,
2019,B360,,,,
2019,B361,,,,
2019,B362,,,,
2019,B363,,,,
2019,B364,,,,
2019,B365,,,,
2019,B366,,,,
2019,B367,,,,
2019,B368,,,,
2019,B369,,,,
2019,B370,,,,
2019,B371,,,,
2019,B372,,,,
2019,B373,,,,
2019,B374,,,,
2019,B375,,,,
2019,B376,,,,
2019,B377,,,,
2019,B378,,,,
2019,B379,,,,
2019,B380,,,,
2019,B381,,,,
2019,B382,,,,
2019,B383,,,,
2019,B384,,,,
2019,B385,,,,
2019,B386,,,,
2019,B387,,,,
2019,B388,,,,
2019,B389,,,,
2019,B390,,,,
2019,B391,,,,
2019,B392,,,,
2019,B393,,,,
2019,B394,,,,
2019,B395,,,,
2019,B396,,,,
2019,B397,,,,
2019,B398,,,,
2019,B399,,,,
2019,B400,,,,
2019,B401,,,,
2019,B402,,,,
2019,B403,,,,
2019,B404,,,,
2019,B405,,,,
2019,B406,,,,
2019,B407,,,,
2019,B408,,,,
2019,B409,,,,
2019,B410,,,,
2019,B411,,,,
2019,B412,,,,
2019,B413,,,,
2019,B414,,,,
2019,B415,,,,
2019,B416,,,,
2019,B417,,,,
2019,B418,,,,
2019,B419,,,,
2019,B420,,,,
2019,B421,,,,
2019,B422,,,,
2019,B423,,,,
2019,B424,,,,
2019,B425,,,,
2019,B426,,,,
2019,B427,,,,
2019,B428,,,,
2019,B429,,,,
2019,B430,,,,
2019,B431,,,,
2019,B432,,,,
2019,B433,,,,
2019,B434,,,,
2019,B435,,,,
2019,B436,,,,
2019,B437,,,,
2019,B438,,,,
2019,B439,,,,
2019,B440,,,,
2019,B441,,,,
2019,B442,,,,
2019,B443,,,,
2019,B444,,,,
2019,B445,,,,
2019,B446,,,,
2019,B447,,,,
2019,B448,,,,
2019,B449,,,,
2019,B450,,,,
2019,B451,,,,
2019,B452,,,,
2019,B453,,,,
2019,B454,,,,
2019,B455,,,,
2019,B456,,,,
2019,B457,,,,
2019,B458,,,,
2019,B459,,,,
2019,B460,,,,
2019,B461,,,,
2019,B462,,,,
2019,B463,,,,
2019,B464,,,,
2019,B465,,,,
2019,B466,,,,
2019,B467,,,,
2019,B468,,,,
2019,B469,,,,
2019,B470,,,,
2019,B471,,,,
2019,B472,,,,
2019,B473,,,,
2019,B474,,,,
2019,B475,,,,
2019,B476,,,,
2019,B477,,,,
2019,B478,,,,
2019,B479,,,,
2019,B480,,,,
2019,B481,,,,
2019,B482,,,,
2019,B483,,,,
2019,B484,,,,
2019,B485,,,,
2019,B486,,,,
2019,B487,,,,
2019,B488,,,,
2019,B489,,,,
2019,B490,,,,
2019,B491,,,,
2019,B492,,,,
2019,B493,,,,
2019,B494,,,,
2019,B495,,,,
2019,B496,,,,
2019,B497,,,,
2019,B498,,,,
2019,B499,,,,
2019,B500,,,,
2019,B501,,,,
2019,B502,,,,
2019,B503,,,,
2019,B504,,,,
2019,B505,,,,
2019,B506,,,,
2019,B507,,,,
2019,B508,,,,
2019,B509,,,,
2019,B510,,,,
2019,B511,,,,
2019,B512,,,,
2019,B513,,,,
2019,B514,,,,
2019,B515,,,,
2019,B516,,,,
2019,B517,,,,
2019,B518,,,,
2019,B519,,,,
2019,B520,,,,
2019,B521,,,,
2019,B522,,,,
2019,B523,,,,
2019,B524,,,,
2019,B525,,,,
2019,B526,,,,
2019,B527,,,,
2019,B528,,,,
2019,B529,,,,
2019,B530,,,,
2019,B531,,,,
2019,B532,,,,
2019,B533,,,,
2019,B534,,,,
2019,B535,,,,
2019,B536,,,,
2019,B537,,,,
2019,B538,,,,
2019,B539,,,,
2019,B540,,,,
2019,B541,,,,
2019,B542,,,,
2019,B543,,,,
2019,B544,,,,
2019,B545,,,,
2019,B546,,,,
2019,B547,,,,
2019,B548,,,,
2019,B549,,,,
2019,B550,,,,
2019,B551,,,,
2019,B552,,,,
2019,B553,,,,
2019,B554,,,,
2019,B555,,,,
2019,B556,,,,
2019,B557,,,,
2019,B558,,,,
2019,B559,,,,
2019,B560,,,,
2019,B561,,,,
2019,B562,,,,
2019,B563,,,,
2019,B564,,,,
2019,B565,,,,
2019,B566,,,,
2019,B567,,,,
2019,B568,,,,
2019,B569,,,,
2019,B570,,,,
2019,B571,,,,
2019,B572,,,,
2019,B573,,,,
2019,B574,,,,
2019,B575,,,,
2019,B576,,,,
2019,B577,,,,
2019,B578,,,,
2019,B579,,,,
2019,B580,,,,
2019,B581,,,,
2019,B582,,,,
2019,B583,,,,
2019,B584,,,,
2019,B585,,,,
2019,B586,,,,
2019,B587,,,,
2019,B588,,,,
2019,B589,,,,
2019,B590,,,,
2019,B591,,,,
2019,B592,,,,
2019,B593,,,,
2019,B594,,,,
2019,B595,,,,
2019,B596,,,,
2019,B597,,,,
2019,B598,,,,
2019,B599,,,,
2019,B600,,,,
2019,B601,,,,
2019,B602,,,,
2019,B603,,,,
2019,B604,,,,
2019,B605,,,,
2019,B606,,,,
2019,B607,,,,
2019,B608,,,,
2019,B609,,,,
2019,B610,,,,
2019,B611,,,,
2019,,,,,
2019,,farm,,,
2019,,private_enterprise,,,
2019,,collective_enterprise,,,
2019,,public_enterprise,,,
2019,,state-run_enterprise,,,
2019,,communal_enterprise,,,
2019,,joint_communal_enterprise,,,
2019,,subsidiary,,,
2019,,foreign_enterprise,,,
2019,,enterprise_association_of_citizens,,,
2019,,enterprise_founded_by_consumer_partnership,,,
2019,,rental_enterprise,,,
2019,,individual_enterprise,,,
2019,,family_enterprise,,,
2019,,joint_enterprise,,,
2019,,joint-stock_company,,,
2019,,public_joint-stock_partnership,,,
2019,,private_joint-stock_partnership,,,
2019,,state_joint_stock_company,,,
2019,,holding_company,,,
2019,,limited_liability_partnership,,,
2019,,extended_liability_partnership,,,
2019,,full_liability_partnership,,,
2019,,mixed_liability_company,,,
2019,,lawyers_union,,,
2019,,law_office,,,
2019,,cooperative,,,
2019,,production_cooperative,,,
2019,,serve_cooperative,,,
2019,,housing_construction_cooperativ,,,
2019,,garage_cooperativ,,,
2019,,consumer_cooperativ,,,
2019,,consumer_partnership,,,
2019,,Bgriculture_and_production_cooperativ,,,
2019,,Bgriculture_and_serve_cooperativ,,,
2019,,Bgriculture_cooperativ,,,
2019,,organisation_establishment_institution,,,
2019,,Buthority_of_state_power_organization,,,
2019,,Buthority_of_state_power,,,
2019,,courts,,,
2019,,Buthority_of_municipality_power,,,
2019,,state-run_organisation,,,
2019,,communal_establishment_institution,,,
2019,,private_establishment_institution,,,
2019,,organisation_establishment_institution_public_association,,,
2019,,organization_of_tenants,,,
2019,,organization_of_customers,,,
2019,,Bssociation,,,
2019,,corporation,,,
2019,,consortium,,,
2019,,concern,,,
2019,,union_of_consumer_partnerships,,,
2019,,other_associations_of_legal_persons,,,
2019,,Buthority_of_advocacy_self-government,,,
2019,,Buthority_of_judge_self-government,,,
2019,,Budit_chamber_of_ukraine,,,
2019,,organization_of_water_users,,,
2019,,commodity_exchange,,,
2019,,credit_union,,,
2019,,not_state_pension_fund,,,
2019,,political_party,,,
2019,,non-profit_organisation,,,
2019,,public_union,,,
2019,,religious_organisation,,,
2019,,trade_union_association_of_trade_unions,,,
2019,,trade_union,,,
2019,,Bssociation_of_trade_unions,,,
2019,,creative_union_other_professional_organisation,,,
2019,,charitable_organisation,,,
2019,,organization_of_employers,,,
2019,,condominium,,,
2019,,community_association_population,,,
2019,,gardening_partnership,,,
2019,,,Ukraine,,
2019,,,autonomous_Republic_of_Crimea,,
2019,,,11_reg_Vinnytsya,,
2019,,,12_reg_Volyn,,
2019,,,13_reg_Dnipropetrovsk,,
2019,,,14_reg_Donetsk,,
2019,,,15_reg_Zhytomyr,,
2019,,,16_reg_Zakarpattya,,
2019,,,17_reg_Zaporizhzhya,,
2019,,,18_reg_Ivano-Frankivsk,,
2019,,,19_reg_Kyiv,,
2019,,,20_reg_Kirovohrad,,
2019,,,21_reg_Luhansk,,
2019,,,22_reg_Lviv,,
2019,,,23_reg_Mykolayiv,,
2019,,,24_reg_Odesa,,
2019,,,25_reg_Poltava,,
2019,,,26_reg_Rivne,,
2019,,,27_reg_Sumy,,
2019,,,28_reg_Ternopil,,
2019,,,29_reg_Kharkiv,,
2019,,,30_reg_Kherson,,
2019,,,31_reg_Khmelnytskiy,,
2019,,,32_reg_Cherkasy,,
2019,,,33_reg_Chernivtsi,,
2019,,,34_reg_Chernihiv,,
2019,,,35_reg_Kyiv_city,,
2019,,,city_Sevastopol,,
2020,B01,,,,
2020,B02,,,,
2020,B03,,,,
2020,B04,,,,
2020,B05,,,,
2020,B06,,,,
2020,B07,,,,
2020,B08,,,,
2020,B09,,,,
2020,B10,,,,
2020,B11,,,,
2020,B12,,,,
2020,B13,,,,
2020,B14,,,,
2020,B15,,,,
2020,B16,,,,
2020,B17,,,,
2020,B18,,,,
2020,B19,,,,
2020,B20,,,,
2020,B21,,,,
2020,B22,,,,
2020,B23,,,,
2020,B24,,,,
2020,B25,,,,
2020,B26,,,,
2020,B27,,,,
2020,B28,,,,
2020,B29,,,,
2020,B30,,,,
2020,B31,,,,
2020,B32,,,,
2020,B33,,,,
2020,B34,,,,
2020,B35,,,,
2020,B36,,,,
2020,B37,,,,
2020,B38,,,,
2020,B39,,,,
2020,B40,,,,
2020,B41,,,,
2020,B42,,,,
2020,B43,,,,
2020,B44,,,,
2020,B45,,,,
2020,B46,,,,
2020,B47,,,,
2020,B48,,,,
2020,B49,,,,
2020,B50,,,,
2020,B51,,,,
2020,B52,,,,
2020,B53,,,,
2020,B54,,,,
2020,B55,,,,
2020,B56,,,,
2020,B57,,,,
2020,B58,,,,
2020,B59,,,,
2020,B60,,,,
2020,B61,,,,
2020,B62,,,,
2020,B63,,,,
2020,B64,,,,
2020,B65,,,,
2020,B66,,,,
2020,B67,,,,
2020,B68,,,,
2020,B69,,,,
2020,B70,,,,
2020,B71,,,,
2020,B72,,,,
2020,B73,,,,
2020,B74,,,,
2020,B75,,,,
2020,B76,,,,
2020,B77,,,,
2020,B78,,,,
2020,B79,,,,
2020,B80,,,,
2020,B81,,,,
2020,B82,,,,
2020,B83,,,,
2020,B84,,,,
2020,B85,,,,
2020,B86,,,,
2020,B87,,,,
2020,B88,,,,
2020,B89,,,,
2020,B90,,,,
2020,B91,,,,
2020,B92,,,,
2020,B93,,,,
2020,B94,,,,
2020,B95,,,,
2020,B96,,,,
2020,B97,,,,
2020,B98,,,,
2020,B99,,,,
2020,B100,,,,
2020,B101,,,,
2020,B102,,,,
2020,B103,,,,
2020,B104,,,,
2020,B105,,,,
2020,B106,,,,
2020,B107,,,,
2020,B108,,,,
2020,B109,,,,
2020,B110,,,,
2020,B111,,,,
2020,B112,,,,
2020,B113,,,,
2020,B114,,,,
2020,B115,,,,
2020,B116,,,,
2020,B117,,,,
2020,B118,,,,
2020,B119,,,,
2020,B120,,,,
2020,B121,,,,
2020,B122,,,,
2020,B123,,,,
2020,B124,,,,
2020,B125,,,,
2020,B126,,,,
2020,B127,,,,
2020,B128,,,,
2020,B129,,,,
2020,B130,,,,
2020,B131,,,,
2020,B132,,,,
2020,B133,,,,
2020,B134,,,,
2020,B135,,,,
2020,B136,,,,
2020,B137,,,,
2020,B138,,,,
2020,B139,,,,
2020,B140,,,,
2020,B141,,,,
2020,B142,,,,
2020,B143,,,,
2020,B144,,,,
2020,B145,,,,
2020,B146,,,,
2020,B147,,,,
2020,B148,,,,
2020,B149,,,,
2020,B150,,,,
2020,B151,,,,
2020,B152,,,,
2020,B153,,,,
2020,B154,,,,
2020,B155,,,,
2020,B156,,,,
2020,B157,,,,
2020,B158,,,,
2020,B159,,,,
2020,B160,,,,
2020,B161,,,,
2020,B162,,,,
2020,B163,,,,
2020,B164,,,,
2020,B165,,,,
2020,B166,,,,
2020,B167,,,,
2020,B168,,,,
2020,B169,,,,
2020,B170,,,,
2020,B171,,,,
2020,B172,,,,
2020,B173,,,,
2020,B174,,,,
2020,B175,,,,
2020,B176,,,,
2020,B177,,,,
2020,B178,,,,
2020,B179,,,,
2020,B180,,,,
2020,B181,,,,
2020,B182,,,,
2020,B183,,,,
2020,B184,,,,
2020,B185,,,,
2020,B186,,,,
2020,B187,,,,
2020,B188,,,,
2020,B189,,,,
2020,B190,,,,
2020,B191,,,,
2020,B192,,,,
2020,B193,,,,
2020,B194,,,,
2020,B195,,,,
2020,B196,,,,
2020,B197,,,,
2020,B198,,,,
2020,B199,,,,
2020,B200,,,,
2020,B201,,,,
2020,B202,,,,
2020,B203,,,,
2020,B204,,,,
2020,B205,,,,
2020,B206,,,,
2020,B207,,,,
2020,B208,,,,
2020,B209,,,,
2020,B210,,,,
2020,B211,,,,
2020,B212,,,,
2020,B213,,,,
2020,B214,,,,
2020,B215,,,,
2020,B216,,,,
2020,B217,,,,
2020,B218,,,,
2020,B219,,,,
2020,B220,,,,
2020,B221,,,,
2020,B222,,,,
2020,B223,,,,
2020,B224,,,,
2020,B225,,,,
2020,B226,,,,
2020,B227,,,,
2020,B228,,,,
2020,B229,,,,
2020,B230,,,,
2020,B231,,,,
2020,B232,,,,
2020,B233,,,,
2020,B234,,,,
2020,B235,,,,
2020,B236,,,,
2020,B237,,,,
2020,B238,,,,
2020,B239,,,,
2020,B240,,,,
2020,B241,,,,
2020,B242,,,,
2020,B243,,,,
2020,B244,,,,
2020,B245,,,,
2020,B246,,,,
2020,B247,,,,
2020,B248,,,,
2020,B249,,,,
2020,B250,,,,
2020,B251,,,,
2020,B252,,,,
2020,B253,,,,
2020,B254,,,,
2020,B255,,,,
2020,B256,,,,
2020,B257,,,,
2020,B258,,,,
2020,B259,,,,
2020,B260,,,,
2020,B261,,,,
2020,B262,,,,
2020,B263,,,,
2020,B264,,,,
2020,B265,,,,
2020,B266,,,,
2020,B267,,,,
2020,B268,,,,
2020,B269,,,,
2020,B270,,,,
2020,B271,,,,
2020,B272,,,,
