Year,Type of economic activity,Organisation and legal forms,Region,Value
2021,,organisation_establishment_institution,,
2021,,authority_of_state_power_organization,,64.5
2021,,authority_of_state_power,,
2021,,courts,,
2021,,authority_of_municipality_power,,
2021,,state-run_organisation,,44.5
2021,,communal_establishment_institution,,77.5
2021,,private_establishment_institution,,53.6
2021,,organisation_establishment_institution_public_association,,24.6
2021,,organization_of_tenants,,
2021,,organization_of_customers,,
2021,,association,,20.5
2021,,corporation,,12.4
2021,,consortium,,21.9
2021,,concern,,7.5
2021,,union_of_consumer_partnerships,,39.2
2021,,other_associations_of_legal_persons,,16.0
2021,,authority_of_advocacy_self-government,,
2021,,authority_of_judge_self-government,,
2021,,audit_chamber_of_ukraine,,
2021,,organization_of_water_users,,
2021,,commodity_exchange,,26.4
2021,,credit_union,,41.1
2021,,consumer_partnership,,51.5
2021,,not_state_pension_fund,,31.1
2021,,political_party,,23.2
2021,,non-profit_organisation,,28.1
2021,,public_union,,23.2
2021,,religious_organisation,,4.6
2021,,trade_union_association_of_trade_unions,,61.7
2021,,trade_union,,
2021,,association_of_trade_unions,,
2021,,creative_union_other_professional_organisation,,23.7
2021,,charitable_organisation,,37.7
2021,,organization_of_employers,,
2021,,condominium,,52.9
2021,,community_association_population,,51.9
2021,,gardening_partnership,,
2021,,other_organizational_and_legal_forms,,
2021,,,autonomous_Republic_of_Crimea,
2021,,,11_reg_Vinnytsya,31.0
2021,,,12_reg_Volyn,31.0
2021,,,13_reg_Dnipropetrovsk,29.8
2021,,,14_reg_Donetsk,32.0
2021,,,15_reg_Zhytomyr,30.4
2021,,,16_reg_Zakarpattya,29.9
2021,,,17_reg_Zaporizhzhya,29.7
2021,,,18_reg_Ivano-Frankivsk,28.5
2021,,,19_reg_Kyiv,27.1
2021,,,20_reg_Kirovohrad,30.4
2021,,,21_reg_Luhansk,30.1
2021,,,22_reg_Lviv,28.2
2021,,,23_reg_Mykolayiv,29.3
2021,,,24_reg_Odesa,30.1
2021,,,25_reg_Poltava,30.2
2021,,,26_reg_Rivne,29.4
2021,,,27_reg_Sumy,28.7
2021,,,28_reg_Ternopil,27.8
2021,,,29_reg_Kharkiv,28.7
2021,,,30_reg_Kherson,31.6
2021,,,31_reg_Khmelnytskiy,29.5
2021,,,32_reg_Cherkasy,30.5
2021,,,33_reg_Chernivtsi,28.9
2021,,,34_reg_Chernihiv,30.4
2021,,,Kyiv_city,27.5
2021,,,city_Sevastopol,
2022,,,,29.3
2022,A01,,,20.1
2022,A02,,,11.4
2022,A03,,,21.5
2022,A04,,,14.3
2022,A05,,,9.1
2022,A06,,,15.4
2022,A07,,,25.1
2022,A08,,,20.7
2022,A09,,,22.4
2022,A10,,,21.0
2022,A11,,,33.3
2022,A12,,,24.8
2022,A13,,,23.0
2022,A14,,,35.3
2022,A15,,,21.5
2022,A16,,,19.3
2022,A17,,,35.9
2022,A18,,,50.0
2022,A19,,,19.6
2022,A20,,,23.7
2022,A21,,,22.2
2022,A22,,,19.8
2022,A23,,,20.2
2022,A24,,,21.0
2022,A25,,,29.3
2022,A26,,,19.8
2022,A27,,,21.7
2022,A28,,,7.2
2022,A29,,,10.3
2022,A30,,,15.3
2022,A31,,,23.6
2022,A32,,,7.4
2022,A33,,,18.1
2022,A34,,,18.2
2022,A35,,,29.5
2022,A36,,,17.7
2022,A37,,,9.6
2022,A38,,,6.7
2022,A39,,,14.3
2022,A40,,,11.1
2022,A41,,,23.9
2022,A42,,,
2022,A43,,,17.7
2022,A44,,,15.0
2022,A45,,,12.9
2022,A46,,,13.6
2022,A47,,,14.6
2022,A48,,,15.4
2022,A49,,,12.0
2022,A50,,,18.5
2022,A51,,,14.7
2022,A52,,,20.7
2022,A53,,,16.5
2022,A54,,,22.3
2022,A55,,,24.0
2022,A56,,,11.5
2022,A57,,,15.4
2022,A58,,,26.6
2022,A59,,,26.5
2022,A60,,,22.0
2022,A61,,,25.3
2022,A62,,,32.5
2022,A63,,,21.8
2022,A64,,,20.5
2022,A65,,,34.9
2022,A66,,,28.4
2022,A67,,,31.3
2022,A68,,,13.9
2022,A69,,,30.6
2022,A70,,,23.8
2022,A71,,,26.1
2022,A72,,,34.8
2022,A73,,,25.6
2022,A74,,,26.2
2022,A75,,,15.8
2022,A76,,,22.1
2022,A77,,,16.4
2022,A78,,,18.4
2022,A79,,,3.4
2022,A80,,,10.0
2022,A81,,,17.4
2022,A82,,,10.5
2022,A83,,,21.4
2022,A84,,,14.8
2022,A85,,,17.6
2022,A86,,,28.3
2022,A87,,,43.9
2022,A88,,,39.0
2022,A89,,,43.3
2022,A90,,,37.5
2022,A91,,,30.3
2022,A92,,,23.6
2022,A93,,,31.7
2022,A94,,,30.4
2022,A95,,,35.0
2022,A96,,,42.4
2022,A97,,,50.1
2022,A98,,,48.2
2022,A99,,,43.1
2022,A100,,,37.7
2022,A101,,,31.3
2022,A102,,,47.8
2022,A103,,,19.6
2022,A104,,,24.6
2022,A105,,,26.1
2022,A106,,,18.0
2022,A107,,,23.2
2022,A108,,,20.7
2022,A109,,,16.1
2022,A110,,,16.7
2022,A111,,,17.7
2022,A112,,,39.2
2022,A113,,,16.9
2022,A114,,,21.9
2022,A115,,,25.3
2022,A116,,,31.2
2022,A117,,,23.1
2022,A118,,,24.4
2022,A119,,,30.6
2022,A120,,,28.2
2022,A121,,,29.2
2022,A122,,,36.4
2022,A123,,,28.8
2022,A124,,,18.6
2022,A125,,,13.1
2022,A126,,,16.7
2022,A127,,,4.9
2022,A128,,,17.1
2022,A129,,,13.7
2022,A130,,,20.4
2022,A131,,,18.4
2022,A132,,,25.0
2022,A133,,,24.1
2022,A134,,,18.9
2022,A135,,,25.5
2022,A136,,,37.1
2022,A137,,,14.3
2022,A138,,,9.1
2022,A139,,,17.6
2022,A140,,,18.9
2022,A141,,,18.2
2022,A142,,,20.6
2022,A143,,,28.6
2022,A144,,,14.3
2022,A145,,,17.3
2022,A146,,,18.0
2022,A147,,,22.5
2022,A148,,,19.0
2022,A149,,,17.9
2022,A150,,,25.0
2022,A151,,,19.0
2022,A152,,,10.4
2022,A153,,,18.9
2022,A154,,,21.8
2022,A155,,,14.9
2022,A156,,,22.7
2022,A157,,,13.5
2022,A158,,,25.2
2022,A159,,,26.7
2022,A160,,,8.0
2022,A161,,,19.0
2022,A162,,,16.0
2022,A163,,,15.3
2022,A164,,,9.3
2022,A165,,,17.0
2022,A166,,,9.5
2022,A167,,,18.0
2022,A168,,,14.7
2022,A169,,,8.7
2022,A170,,,20.5
2022,A171,,,20.7
2022,A172,,,13.8
2022,A173,,,16.1
2022,A174,,,13.9
2022,A175,,,15.8
2022,A176,,,9.5
2022,A177,,,27.3
2022,A178,,,18.0
2022,A179,,,19.0
2022,A180,,,13.3
2022,A181,,,15.5
2022,A182,,,6.7
2022,A183,,,17.1
2022,A184,,,6.5
2022,A185,,,12.5
2022,A186,,,11.8
2022,A187,,,13.0
2022,A188,,,15.8
2022,A189,,,15.4
2022,A190,,,15.9
2022,A191,,,13.8
2022,A192,,,19.9
2022,A193,,,15.1
2022,A194,,,11.5
2022,A195,,,15.7
2022,A196,,,17.9
2022,A197,,,16.5
2022,A198,,,27.3
2022,A199,,,5.4
2022,A200,,,21.2
2022,A201,,,15.6
2022,A202,,,17.2
2022,A203,,,17.6
2022,A204,,,20.7
2022,A205,,,16.4
2022,A206,,,17.1
2022,A207,,,14.3
2022,A208,,,15.2
2022,A209,,,10.1
2022,A210,,,10.6
2022,A211,,,12.8
2022,A212,,,10.0
2022,A213,,,18.8
2022,A214,,,14.3
2022,A215,,,42.9
2022,A216,,,16.2
2022,A217,,,14.4
2022,A218,,,8.6
2022,A219,,,33.3
2022,A220,,,14.9
2022,A221,,,11.7
2022,A222,,,13.6
2022,A223,,,16.2
2022,A224,,,16.2
2022,A225,,,21.9
2022,A226,,,10.2
2022,A227,,,14.4
2022,A228,,,14.1
2022,A229,,,21.7
2022,A230,,,15.9
2022,A231,,,22.4
2022,A232,,,11.0
2022,A233,,,8.0
2022,A234,,,8.3
2022,A235,,,12.8
2022,A236,,,14.7
2022,A237,,,16.0
2022,A238,,,10.1
2022,A239,,,21.2
2022,A240,,,13.3
2022,A241,,,16.6
2022,A242,,,14.3
2022,A243,,,35.7
2022,A244,,,21.1
2022,A245,,,8.3
2022,A246,,,16.6
2022,A247,,,13.0
2022,A248,,,17.1
2022,A249,,,17.2
2022,A250,,,14.1
2022,A251,,,15.9
2022,A252,,,14.3
2022,A253,,,11.7
2022,A254,,,10.9
2022,A255,,,20.0
2022,A256,,,25.0
2022,A257,,,25.6
2022,A258,,,26.9
2022,A259,,,21.0
2022,A260,,,17.6
2022,A261,,,20.4
2022,A262,,,19.6
2022,A263,,,22.2
2022,A264,,,21.2
2022,A265,,,36.4
2022,A266,,,12.5
2022,A267,,,17.9
2022,A268,,,22.1
2022,A269,,,20.5
2022,A270,,,30.4
2022,A271,,,24.2
2022,A272,,,15.0
2022,A273,,,15.8
2022,A274,,,23.1
2022,A275,,,17.4
2022,A276,,,15.9
2022,A277,,,16.3
2022,A278,,,14.3
2022,A279,,,17.2
2022,A280,,,15.5
2022,A281,,,17.2
2022,A282,,,17.6
2022,A283,,,14.8
2022,A284,,,20.0
2022,A285,,,24.4
2022,A286,,,18.7
2022,A287,,,23.0
2022,A288,,,16.0
2022,A289,,,24.1
2022,A290,,,19.7
2022,A291,,,19.0
2022,A292,,,14.9
2022,A293,,,13.4
2022,A294,,,22.1
2022,A295,,,10.2
2022,A296,,,18.9
2022,A297,,,14.1
2022,A298,,,20.7
2022,A299,,,16.9
2022,A300,,,13.6
2022,A301,,,14.6
2022,A302,,,21.3
2022,A303,,,15.9
2022,A304,,,15.7
2022,A305,,,15.1
2022,A306,,,19.1
2022,A307,,,15.8
022,A308,,,16.6
2022,A309,,,13.0
2022,A310,,,14.8
2022,A311,,,15.6
2022,A312,,,16.0
2022,A313,,,17.6
2022,A314,,,19.1
2022,A315,,,16.4
2022,A316,,,17.6
2022,A317,,,18.9
2022,A318,,,13.2
2022,A319,,,16.3
2022,A320,,,19.7
2022,A321,,,17.5
2022,A322,,,16.7
2022,A323,,,21.1
2022,A324,,,17.7
2022,A325,,,14.3
2022,A326,,,25.4
2022,A327,,,20.9
2022,A328,,,21.8
2022,A329,,,18.2
2022,A330,,,24.2
2022,A331,,,35.3
2022,A332,,,27.5
2022,A333,,,27.1
2022,A334,,,27.4
2022,A335,,,23.4
2022,A336,,,33.0
2022,A337,,,23.8
2022,A338,,,27.5
2022,A339,,,24.7
2022,A340,,,26.4
2022,A341,,,25.9
2022,A342,,,25.1
2022,A343,,,22.7
2022,A344,,,28.6
2022,A345,,,26.2
2022,A346,,,26.2
2022,A347,,,25.7
2022,A348,,,30.5
2022,A349,,,31.1
2022,A350,,,19.9
2022,A351,,,28.9
2022,A352,,,40.0
2022,A353,,,31.0
2022,A354,,,25.4
2022,A355,,,42.9
2022,A356,,,26.9
2022,A357,,,16.7
2022,A358,,,22.3
2022,A359,,,18.5
2022,A360,,,19.6
2022,A361,,,18.6
2022,A362,,,25.7
2022,A363,,,25.2
2022,A364,,,26.0
2022,A365,,,20.7
2022,A366,,,20.3
2022,A367,,,21.4
2022,A368,,,21.4
2022,A369,,,19.7
2022,A370,,,23.5
2022,A371,,,23.4
2022,A372,,,21.0
2022,A373,,,27.5
2022,A374,,,44.5
2022,A375,,,34.8
2022,A376,,,28.0
2022,A377,,,27.8
2022,A378,,,33.9
2022,A379,,,40.0
2022,A380,,,36.2
2022,A381,,,32.8
2022,A382,,,33.7
2022,A383,,,22.4
2022,A384,,,17.3
2022,A385,,,16.4
2022,A386,,,24.1
2022,A387,,,44.7
2022,A388,,,24.7
2022,A389,,,30.0
2022,A390,,,19.3
2022,A391,,,34.5
2022,A392,,,53.5
2022,A393,,,40.3
2022,A394,,,15.4
2022,A395,,,24.4
2022,A396,,,39.2
2022,A397,,,42.9
2022,A398,,,38.9
2022,A399,,,48.9
2022,A400,,,33.3
2022,A401,,,49.6
2022,A402,,,40.0
2022,A403,,,47.6
2022,A404,,,30.2
2022,A405,,,36.5
2022,A406,,,27.7
2022,A407,,,28.8
2022,A408,,,31.0
2022,A409,,,29.1
2022,A410,,,27.9
2022,A411,,,18.2
2022,A412,,,27.2
2022,A413,,,17.9
2022,A414,,,22.2
2022,A415,,,21.3
2022,A416,,,22.2
2022,A417,,,18.4
2022,A418,,,2.8
2022,A419,,,19.7
2022,A420,,,26.7
2022,A421,,,26.0
2022,A422,,,15.9
2022,A423,,,15.9
2022,A424,,,16.7
2022,A425,,,20.4
2022,A426,,,20.7
2022,A427,,,19.4
2022,A428,,,24.9
2022,A429,,,23.7
2022,A430,,,28.6
2022,A431,,,25.0
2022,A432,,,26.0
2022,A433,,,36.9
2022,A434,,,36.5
2022,A435,,,26.6
2022,A436,,,41.5
2022,A437,,,40.6
2022,A438,,,42.9
2022,A439,,,52.6
2022,A440,,,43.6
2022,A441,,,34.9
2022,A442,,,38.3
2022,A443,,,44.4
2022,A444,,,40.4
2022,A445,,,27.5
2022,A446,,,18.2
2022,A447,,,22.1
2022,A448,,,33.5
2022,A449,,,29.8
2022,A450,,,30.5
2022,A451,,,43.1
2022,A452,,,27.9
2022,A453,,,41.0
2022,A454,,,28.2
2022,A455,,,17.4
2022,A456,,,23.7
2022,A457,,,17.9
2022,A458,,,22.5
2022,A459,,,23.7
2022,A460,,,24.3
2022,A461,,,21.6
2022,A462,,,22.7
2022,A463,,,26.0
2022,A464,,,25.6
2022,A465,,,32.5
2022,A466,,,30.9
2022,A467,,,40.0
2022,A468,,,32.6
2022,A469,,,24.0
2022,A470,,,30.6
2022,A471,,,22.8
2022,A472,,,35.9
2022,A473,,,26.9
2022,A474,,,28.4
2022,A475,,,28.1
2022,A476,,,16.7
2022,A477,,,31.5
2022,A478,,,23.4
2022,A479,,,25.6
2022,A480,,,26.7
2022,A481,,,23.0
2022,A482,,,30.5
2022,A483,,,30.1
2022,A484,,,35.3
2022,A485,,,28.7
2022,A486,,,36.2
2022,A487,,,38.9
2022,A488,,,37.7
2022,A489,,,31.0
2022,A490,,,60.6
2022,A491,,,17.4
2022,A492,,,37.8
2022,A493,,,32.3
2022,A494,,,28.8
2022,A495,,,24.9
2022,A496,,,24.9
2022,A497,,,25.9
2022,A498,,,18.7
2022,A499,,,31.5
2022,A500,,,33.9
2022,A501,,,34.6
2022,A502,,,35.2
2022,A503,,,41.2
2022,A504,,,33.8
2022,A505,,,50.9
2022,A506,,,26.7
2022,A507,,,35.1
2022,A508,,,22.2
2022,A509,,,29.3
2022,A510,,,27.0
2022,A511,,,50.0
2022,A512,,,31.4
2022,A513,,,23.3
2022,A514,,,24.0
2022,A515,,,32.0
2022,A516,,,9.1
2022,A517,,,30.4
2022,A518,,,28.2
2022,A519,,,30.0
2022,A520,,,39.5
2022,A521,,,46.5
2022,A522,,,42.8
2022,A523,,,58.1
2022,A524,,,58.9
2022,A525,,,36.4
2022,A526,,,13.1
2022,A527,,,15.9
2022,A528,,,13.1
2022,A529,,,44.2
2022,A530,,,37.2
2022,A531,,,29.0
2022,A532,,,28.1
2022,A533,,,30.2
2022,A534,,,33.8
2022,A535,,,47.0
2022,A536,,,33.9
2022,A537,,,42.1
2022,A538,,,17.0
2022,A539,,,29.9
2022,A540,,,30.8
2022,A541,,,60.9
2022,A542,,,74.7
2022,A543,,,31.0
2022,A544,,,24.7
2022,A545,,,5.7
2022,A546,,,52.1
2022,A547,,,3.2
2022,A548,,,4.3
2022,A549,,,55.4
2022,A550,,,98.2
2022,A551,,,87.6
2022,A552,,,72.9
2022,A553,,,31.2
2022,A554,,,40.5
2022,A555,,,29.6
2022,A556,,,25.4
2022,A557,,,68.2
2022,A558,,,26.2
2022,A559,,,60.3
2022,A560,,,55.9
2022,A561,,,40.3
2022,A562,,,45.9
2022,A563,,,44.5
2022,A564,,,42.6
2022,A565,,,46.0
2022,A566,,,34.4
2022,A567,,,22.2
2022,A568,,,51.7
2022,A569,,,66.7
2022,A570,,,74.2
2022,A571,,,83.1
2022,A572,,,42.5
2022,A573,,,56.5
2022,A574,,,52.0
2022,A575,,,37.4
2022,A576,,,69.7
2022,A577,,,91.8
2022,A578,,,58.8
2022,A579,,,34.4
2022,A580,,,22.8
2022,A581,,,24.9
2022,A582,,,17.3
2022,A583,,,14.6
2022,A584,,,41.4
2022,A585,,,19.1
2022,A586,,,28.5
2022,A587,,,37.3
2022,A588,,,18.0
2022,A589,,,30.7
2022,A590,,,63.7
2022,A591,,,4.4
2022,A592,,,24.7
2022,A593,,,30.3
2022,A594,,,17.3
2022,A595,,,21.8
2022,A596,,,14.5
2022,A597,,,14.9
2022,A598,,,42.7
2022,A599,,,17.0
2022,A600,,,29.3
2022,A601,,,49.8
2022,A602,,,42.2
2022,A603,,,71.6
2022,A604,,,30.5
2022,A605,,,31.0
2022,A606,,,28.6
2022,A607,,,64.7
2022,A608,,,38.9
2022,A609,,,23.5
2022,A610,,,18.2
2022,A611,,,22.2
2022,,farm,,21.1
2022,,private_enterprise,,25.1
2022,,collective_enterprise,,20.9
2022,,public_enterprise,,13.2
2022,,state-run_enterprise,,
2022,,communal_enterprise,,34.2
2022,,joint_communal_enterprise,,
2022,,subsidiary,,22.2
2022,,foreign_enterprise,,17.9
2022,,enterprise_association_of_citizens,,23.4
2022,,enterprise_founded_by_consumer_partnership,,57.0
2022,,rental_enterprise,,43.8
2022,,individual_enterprise,,8.3
2022,,family_enterprise,,31.0
2022,,joint_enterprise,,13.7
2022,,joint-stock_company,,18.8
2022,,public_joint-stock_partnership,,17.0
2022,,private_joint-stock_partnership,,14.6
2022,,state_joint_stock_company,,12.5
2022,,holding_company,,100.0
2022,,limited_liability_partnership,,25.2
2022,,extended_liability_partnership,,21.1
2022,,full_liability_partnership,,26.6
2022,,mixed_liability_company,,25.4
2022,,lawyers_union,,27.2
2022,,law_office,,33.3
2022,,cooperative,,12.1
2022,,production_cooperative,,15.7
2022,,serve_cooperative,,29.0
2022,,housing_construction_cooperativ,,46.1
2022,,garage_cooperativ,,8.2
2022,,consumer_cooperativ,,33.5
2022,,consumer_partnership,,51.0
2022,,agriculture_and_production_cooperativ,,15.2
2022,,agriculture_and_serve_cooperativ,,24.6
2022,,agriculture_cooperativ,,29.4
2022,,organisation_establishment_institution,,21.4
2022,,authority_of_state_power_organization,,
2022,,authority_of_state_power,,53.8
2022,,courts,,53.9
2022,,authority_of_municipality_power,,48.0
2022,,state-run_organisation,,44.4
2022,,communal_establishment_institution,,78.3
2022,,private_establishment_institution,,55.5
2022,,organisation_establishment_institution_public_association,,24.2
2022,,organization_of_tenants,,33.5
2022,,organization_of_customers,,38.8
2022,,association,,21.3
2022,,corporation,,12.5
2022,,consortium,,18.8
2022,,concern,,8.6
2022,,union_of_consumer_partnerships,,38.2
2022,,other_associations_of_legal_persons,,16.2
2022,,authority_of_advocacy_self-government,,42.5
2022,,authority_of_judge_self-government,,100.0
2022,,audit_chamber_of_ukraine,,100.0
2022,,organization_of_water_users,,
2022,,commodity_exchange,,26.4
2022,,credit_union,,40.7
2022,,consumer_partnership,,50.0
2022,,not_state_pension_fund,,30.1
2022,,political_party,,23.1
2022,,non-profit_organisation,,28.4
2022,,public_union,,22.6
2022,,religious_organisation,,4.6
2022,,trade_union_association_of_trade_unions,,
2022,,trade_union,,62.0
2022,,association_of_trade_unions,,40.9
2022,,creative_union_other_professional_organisation,,24.2
2022,,charitable_organisation,,38.1
2022,,organization_of_employers,,12.5
2022,,condominium,,52.7
2022,,community_association_population,,51.4
2022,,gardening_partnership,,32.7
2022,,other_organizational_and_legal_forms,,22.2
2022,,,autonomous_Republic_of_Crimea,
2022,,,11_reg_Vinnytsya,31.4
2022,,,12_reg_Volyn,31.3
2022,,,13_reg_Dnipropetrovsk,29.9
2022,,,14_reg_Donetsk,32.1
2022,,,15_reg_Zhytomyr,30.5
2022,,,16_reg_Zakarpattya,30.4
2022,,,17_reg_Zaporizhzhya,30.0
2022,,,18_reg_Ivano-Frankivsk,29.1
2022,,,19_reg_Kyiv,27.1
2022,,,20_reg_Kirovohrad,30.8
2022,,,21_reg_Luhansk,30.4
2022,,,22_reg_Lviv,28.5
2022,,,23_reg_Mykolayiv,29.1
2022,,,24_reg_Odesa,30.3
2022,,,25_reg_Poltava,30.2
2022,,,26_reg_Rivne,29.6
2022,,,27_reg_Sumy,28.6
2022,,,28_reg_Ternopil,28.1
2022,,,29_reg_Kharkiv,28.8
2022,,,30_reg_Kherson,32.3
2022,,,31_reg_Khmelnytskiy,29.6
2022,,,32_reg_Cherkasy,30.3
2022,,,33_reg_Chernivtsi,29.0
2022,,,34_reg_Chernihiv,30.1
2022,,,Kyiv_city,27.6
2022,,,city_Sevastopol,
2023,,,,29.2
2023,A01,,,20.0
2023,A02,,,11.4
2023,A03,,,21.6
2023,A04,,,12.5
2023,A05,,,8.7
2023,A06,,,17.9
2023,A07,,,24.9
2023,A08,,,20.8
2023,A09,,,22.3
2023,A10,,,22.0
2023,A11,,,33.3
2023,A12,,,26.2
2023,A13,,,25.3
2023,A14,,,35.2
2023,A15,,,21.4
2023,A16,,,19.6
2023,A17,,,38.3
2023,A18,,,
2023,A19,,,19.9
2023,A20,,,23.6
2023,A21,,,22.4
2023,A22,,,19.7
2023,A23,,,20.4
2023,A24,,,21.1
2023,A25,,,30.6
2023,A26,,,19.9
2023,A27,,,22.3
2023,A28,,,7.1
2023,A29,,,10.1
2023,A30,,,15.1
2023,A31,,,23.0
2023,A32,,,8.4
2023,A33,,,17.9
2023,A34,,,18.7
2023,A35,,,27.7
2023,A36,,,17.7
2023,A37,,,9.2
2023,A38,,,6.3
2023,A39,,,14.0
2023,A40,,,10.5
2023,A41,,,26.7
2023,A42,,,
2023,A43,,,18.3
2023,A44,,,14.4
2023,A45,,,13.9
2023,A46,,,12.6
2023,A47,,,14.7
2023,A48,,,13.3
2023,A49,,,12.4
2023,A50,,,18.6
2023,A51,,,13.1
2023,A52,,,21.0
2023,A53,,,15.8
2023,A54,,,21.7
2023,A55,,,24.1
2023,A56,,,11.5
2023,A57,,,16.2
2023,A58,,,27.0
2023,A59,,,26.6
2023,A60,,,20.5
2023,A61,,,24.9
2023,A62,,,28.6
2023,A63,,,22.7
2023,A64,,,17.5
2023,A65,,,35.1
2023,A66,,,29.4
2023,A67,,,31.4
2023,A68,,,14.3
2023,A69,,,30.7
2023,A70,,,23.7
2023,A71,,,24.9
2023,A72,,,33.2
2023,A73,,,24.1
2023,A74,,,25.2
2023,A75,,,16.3
2023,A76,,,21.8
2023,A77,,,17.6
2023,A78,,,18.3
2023,A79,,,9.7
2023,A80,,,9.1
2023,A81,,,17.4
2023,A82,,,11.1
2023,A83,,,22.1
2023,A84,,,14.0
2023,A85,,,20.6
2023,A86,,,30.2
2023,A87,,,43.7
2023,A88,,,42.1
2023,A89,,,42.3
2023,A90,,,33.3
2023,A91,,,27.5
2023,A92,,,26.1
2023,A93,,,28.2
2023,A94,,,30.8
2023,A95,,,35.0
2023,A96,,,41.2
2023,A97,,,50.0
2023,A98,,,48.0
2023,A99,,,43.0
2023,A100,,,38.9
2023,A101,,,29.7
2023,A102,,,46.2
2023,A103,,,18.3
2023,A104,,,23.6
2023,A105,,,26.4
2023,A106,,,18.4
2023,A107,,,24.4
2023,A108,,,19.0
2023,A109,,,16.8
2023,A110,,,17.2
2023,A111,,,18.4
2023,A112,,,35.8
2023,A113,,,18.7
2023,A114,,,21.3
2023,A115,,,24.5
2023,A116,,,30.8
2023,A117,,,19.2
2023,A118,,,24.7
2023,A119,,,31.8
2023,A120,,,28.3
2023,A121,,,29.5
2023,A122,,,35.6
2023,A123,,,29.3
2023,A124,,,16.3
2023,A125,,,14.0
2023,A126,,,15.6
2023,A127,,,6.8
2023,A128,,,17.3
2023,A129,,,14.8
2023,A130,,,18.3
2023,A131,,,19.5
2023,A132,,,
2023,A133,,,23.9
2023,A134,,,18.0
2023,A135,,,25.0
2023,A136,,,38.2
2023,A137,,,4.5
2023,A138,,,8.9
2023,A139,,,17.6
2023,A140,,,19.4
2023,A141,,,18.2
2023,A142,,,20.4
2023,A143,,,29.4
2023,A144,,,13.4
2023,A145,,,16.6
2023,A146,,,18.1
2023,A147,,,23.4
2023,A148,,,19.0
2023,A149,,,18.1
2023,A150,,,20.7
2023,A151,,,20.1
2023,A152,,,12.8
2023,A153,,,20.0
2023,A154,,,22.5
2023,A155,,,14.8
2023,A156,,,22.7
2023,A157,,,13.8
2023,A158,,,27.5
2023,A159,,,26.7
2023,A160,,,7.7
2023,A161,,,19.0
2023,A162,,,16.0
2023,A163,,,14.8
2023,A164,,,10.1
2023,A165,,,16.7
2023,A166,,,9.0
2023,A167,,,17.3
2023,A168,,,15.7
2023,A169,,,8.0
2023,A170,,,20.9
2023,A171,,,20.1
2023,A172,,,13.8
2023,A173,,,15.9
2023,A174,,,15.0
2023,A175,,,15.6
2023,A176,,,9.5
2023,A177,,,30.0
2023,A178,,,18.3
2023,A179,,,18.8
2023,A180,,,13.0
2023,A181,,,16.7
2023,A182,,,6.3
2023,A183,,,17.8
2023,A184,,,12.5
2023,A185,,,13.6
2023,A186,,,11.8
2023,A187,,,11.8
2023,A188,,,15.3
2023,A189,,,15.3
2023,A190,,,14.8
2023,A191,,,13.9
2023,A192,,,18.2
2023,A193,,,14.8
2023,A194,,,12.1
2023,A195,,,14.8
2023,A196,,,18.0
2023,A197,,,17.3
2023,A198,,,25.0
2023,A199,,,8.3
2023,A200,,,22.0
2023,A201,,,15.6
2023,A202,,,19.1
2023,A203,,,17.4
2023,A204,,,21.3
2023,A205,,,17.7
2023,A206,,,16.1
2023,A207,,,14.1
2023,A208,,,15.2
2023,A209,,,9.4
2023,A210,,,11.4
2023,A211,,,12.3
2023,A212,,,11.1
2023,A213,,,19.2
2023,A214,,,17.9
2023,A215,,,42.9
2023,A216,,,18.1
2023,A217,,,16.0
2023,A218,,,13.4
2023,A219,,,33.3
2023,A220,,,15.4
2023,A221,,,11.3
2023,A222,,,12.3
2023,A223,,,17.0
2023,A224,,,16.2
2023,A225,,,20.1
2023,A226,,,9.1
2023,A227,,,14.7
2023,A228,,,12.9
2023,A229,,,23.2
2023,A230,,,13.0
2023,A231,,,19.8
2023,A232,,,11.3
2023,A233,,,8.0
2023,A234,,,9.1
2023,A235,,,12.7
2023,A236,,,15.0
2023,A237,,,16.5
2023,A238,,,10.3
2023,A239,,,21.7
2023,A240,,,13.1
2023,A241,,,16.9
2023,A242,,,13.6
2023,A243,,,35.7
2023,A244,,,25.0
2023,A245,,,5.6
2023,A246,,,16.4
2023,A247,,,13.4
2023,A248,,,19.2
2023,A249,,,18.3
2023,A250,,,13.8
2023,A251,,,16.2
2023,A252,,,13.5
2023,A253,,,10.9
2023,A254,,,10.4
2023,A255,,,16.7
2023,A256,,,33.3
2023,A257,,,20.0
2023,A258,,,24.1
2023,A259,,,20.6
2023,A260,,,17.7
2023,A261,,,21.2
2023,A262,,,20.7
2023,A263,,,25.0
2023,A264,,,21.6
2023,A265,,,34.6
2023,A266,,,13.0
2023,A267,,,15.9
2023,A268,,,22.5
2023,A269,,,20.6
2023,A270,,,27.3
2023,A271,,,24.1
2023,A272,,,14.3
2023,A273,,,16.0
2023,A274,,,23.1
2023,A275,,,17.7
2023,A276,,,16.9
2023,A277,,,20.0
2023,A278,,,13.6
2023,A279,,,17.2
2023,A280,,,15.8
2023,A281,,,17.1
2023,A282,,,21.8
2023,A283,,,15.3
2023,A284,,,21.6
2023,A285,,,22.9
2023,A286,,,17.2
2023,A287,,,22.7
2023,A288,,,16.6
2023,A289,,,24.4
2023,A290,,,18.8
2023,A291,,,19.3
2023,A292,,,15.7
2023,A293,,,12.9
2023,A294,,,21.0
