Year,Infectious diseases,Age,Region,Value
2022,Mumps,1 year,Luhansk,7.6
2022,Rubella,6 years,Luhansk,3.6
2022,"Measles, mumps, rubella",6 years,Luhansk,3.6
2022,Mumps,6 years,Luhansk,3.6
2022,Hepatitis B,under 1 year,Luhansk,5.2
2022,Tuberculosis,under 1 year,Lviv,77.4
2022,Poliomyelitis,under 1 year,Lviv,61.5
2022,Poliomyelitis,18 months,Lviv,51.6
2022,Poliomyelitis,6 years,Lviv,43.3
2022,Poliomyelitis,14 years,Lviv,39.3
2022,"Diphtheria, tetanus",under 1 year,Lviv,68.6
2022,Pertussis,under 1 year,Lviv,68.6
2022,Tetanus,under 1 year,Lviv,68.6
2022,"Diphtheria, tetanus",18 months,Lviv,61.7
2022,Pertussis,18 months,Lviv,61.7
2022,Tetanus,18 months,Lviv,61.7
2022,"Diphtheria, tetanus",6 years,Lviv,59.9
2022,Tetanus,6 years,Lviv,59.9
2022,"Diphtheria, tetanus",adults,Lviv,41.3
2022,Tetanus,adults,Lviv,41.3
2022,Rubella,1 year,Lviv,67.0
2022,"Measles, mumps, rubella",1 year,Lviv,67.0
2022,Mumps,1 year,Lviv,67.0
2022,Rubella,6 years,Lviv,54.9
2022,"Measles, mumps, rubella",6 years,Lviv,54.9
2022,Mumps,6 years,Lviv,54.9
2022,Hepatitis B,under 1 year,Lviv,55.6
2022,Tuberculosis,under 1 year,Mykolayiv,82.5
2022,Poliomyelitis,under 1 year,Mykolayiv,63.9
2022,Poliomyelitis,18 months,Mykolayiv,66.9
2022,Poliomyelitis,6 years,Mykolayiv,61.1
2022,Poliomyelitis,14 years,Mykolayiv,54.0
2022,"Diphtheria, tetanus",under 1 year,Mykolayiv,74.7
2022,Pertussis,under 1 year,Mykolayiv,74.7
2022,Tetanus,under 1 year,Mykolayiv,74.7
2022,"Diphtheria, tetanus",18 months,Mykolayiv,85.3
2022,Pertussis,18 months,Mykolayiv,85.3
2022,Tetanus,18 months,Mykolayiv,85.3
2022,"Diphtheria, tetanus",6 years,Mykolayiv,64.6
2022,Tetanus,6 years,Mykolayiv,64.6
2022,"Diphtheria, tetanus",adults,Mykolayiv,53.3
2022,Tetanus,adults,Mykolayiv,53.3
2022,Rubella,1 year,Mykolayiv,66.6
2022,"Measles, mumps, rubella",1 year,Mykolayiv,66.6
2022,Mumps,1 year,Mykolayiv,66.6
2022,Rubella,6 years,Mykolayiv,68.0
2022,"Measles, mumps, rubella",6 years,Mykolayiv,68.0
2022,Mumps,6 years,Mykolayiv,68.0
2022,Hepatitis B,under 1 year,Mykolayiv,61.7
2022,Tuberculosis,under 1 year,Odesa,66.3
2022,Poliomyelitis,under 1 year,Odesa,62.3
2022,Poliomyelitis,18 months,Odesa,55.7
2022,Poliomyelitis,6 years,Odesa,58.5
2022,Poliomyelitis,14 years,Odesa,51.6
2022,"Diphtheria, tetanus",under 1 year,Odesa,70.2
2022,Pertussis,under 1 year,Odesa,70.2
2022,Tetanus,under 1 year,Odesa,70.2
2022,"Diphtheria, tetanus",18 months,Odesa,64.6
2022,Pertussis,18 months,Odesa,64.6
2022,Tetanus,18 months,Odesa,64.6
2022,"Diphtheria, tetanus",6 years,Odesa,63.0
2022,Tetanus,6 years,Odesa,63.0
2022,"Diphtheria, tetanus",adults,Odesa,57.0
2022,Tetanus,adults,Odesa,57.0
2022,Rubella,1 year,Odesa,66.7
2022,"Measles, mumps, rubella",1 year,Odesa,66.7
2022,Mumps,1 year,Odesa,66.7
2022,Rubella,6 years,Odesa,63.0
2022,"Measles, mumps, rubella",6 years,Odesa,63.0
2022,Mumps,6 years,Odesa,63.0
2022,Hepatitis B,under 1 year,Odesa,54.4
2022,Tuberculosis,under 1 year,Poltava,91.1
2022,Poliomyelitis,under 1 year,Poltava,86.1
2022,Poliomyelitis,18 months,Poltava,85.3
2022,Poliomyelitis,6 years,Poltava,79.8
2022,Poliomyelitis,14 years,Poltava,77.7
2022,"Diphtheria, tetanus",under 1 year,Poltava,94.7
2022,Pertussis,under 1 year,Poltava,94.7
2022,Tetanus,under 1 year,Poltava,94.7
2022,"Diphtheria, tetanus",18 months,Poltava,95.5
2022,Pertussis,18 months,Poltava,95.5
2022,Tetanus,18 months,Poltava,95.5
2022,"Diphtheria, tetanus",6 years,Poltava,90.2
2022,Tetanus,6 years,Poltava,90.2
2022,"Diphtheria, tetanus",adults,Poltava,68.0
2022,Tetanus,adults,Poltava,68.0
2022,Rubella,1 year,Poltava,96.8
2022,"Measles, mumps, rubella",1 year,Poltava,96.8
2022,Mumps,1 year,Poltava,96.8
2022,Rubella,6 years,Poltava,88.1
2022,"Measles, mumps, rubella",6 years,Poltava,88.1
2022,Mumps,6 years,Poltava,88.1
2022,Hepatitis B,under 1 year,Poltava,90.3
2022,Tuberculosis,under 1 year,Rivne,83.5
2022,Poliomyelitis,under 1 year,Rivne,90.1
2022,Poliomyelitis,18 months,Rivne,85.7
2022,Poliomyelitis,6 years,Rivne,89.3
2022,Poliomyelitis,14 years,Rivne,84.7
2022,"Diphtheria, tetanus",under 1 year,Rivne,87.7
2022,Pertussis,under 1 year,Rivne,87.7
2022,Tetanus,under 1 year,Rivne,87.7
2022,"Diphtheria, tetanus",18 months,Rivne,83.7
2022,Pertussis,18 months,Rivne,83.7
2022,Tetanus,18 months,Rivne,83.7
2022,"Diphtheria, tetanus",6 years,Rivne,86.3
2022,Tetanus,6 years,Rivne,86.3
2022,"Diphtheria, tetanus",adults,Rivne,71.0
2022,Tetanus,adults,Rivne,71.0
2022,Rubella,1 year,Rivne,86.6
2022,"Measles, mumps, rubella",1 year,Rivne,86.6
2022,Mumps,1 year,Rivne,86.6
2022,Rubella,6 years,Rivne,83.7
2022,"Measles, mumps, rubella",6 years,Rivne,83.7
2022,Mumps,6 years,Rivne,83.7
2022,Hepatitis B,under 1 year,Rivne,84.6
2022,Tuberculosis,under 1 year,Sumy,91.9
2022,Poliomyelitis,under 1 year,Sumy,84.4
2022,Poliomyelitis,18 months,Sumy,85.8
2022,Poliomyelitis,6 years,Sumy,82.4
2022,Poliomyelitis,14 years,Sumy,84.1
2022,"Diphtheria, tetanus",under 1 year,Sumy,82.6
2022,Pertussis,under 1 year,Sumy,82.6
2022,Tetanus,under 1 year,Sumy,82.6
2022,"Diphtheria, tetanus",18 months,Sumy,86.4
2022,Pertussis,18 months,Sumy,86.4
2022,Tetanus,18 months,Sumy,86.4
2022,"Diphtheria, tetanus",6 years,Sumy,84.5
2022,Tetanus,6 years,Sumy,84.5
2022,"Diphtheria, tetanus",adults,Sumy,59.8
2022,Tetanus,adults,Sumy,59.8
2022,Rubella,1 year,Sumy,95.8
2022,"Measles, mumps, rubella",1 year,Sumy,95.8
2022,Mumps,1 year,Sumy,95.8
2022,Rubella,6 years,Sumy,97.5
2022,"Measles, mumps, rubella",6 years,Sumy,97.5
2022,Mumps,6 years,Sumy,97.5
2022,Hepatitis B,under 1 year,Sumy,80.9
2022,Tuberculosis,under 1 year,Ternopil,65.7
2022,Poliomyelitis,under 1 year,Ternopil,66.1
2022,Poliomyelitis,18 months,Ternopil,67.6
2022,Poliomyelitis,6 years,Ternopil,58.9
2022,Poliomyelitis,14 years,Ternopil,54.5
2022,"Diphtheria, tetanus",under 1 year,Ternopil,63.1
2022,Pertussis,under 1 year,Ternopil,63.1
2022,Tetanus,under 1 year,Ternopil,63.1
2022,"Diphtheria, tetanus",18 months,Ternopil,67.9
2022,Pertussis,18 months,Ternopil,67.9
2022,Tetanus,18 months,Ternopil,67.9
2022,"Diphtheria, tetanus",6 years,Ternopil,71.0
2022,Tetanus,6 years,Ternopil,71.0
2022,"Diphtheria, tetanus",adults,Ternopil,51.6
2022,Tetanus,adults,Ternopil,51.6
2022,Rubella,1 year,Ternopil,82.4
2022,"Measles, mumps, rubella",1 year,Ternopil,82.4
2022,Mumps,1 year,Ternopil,82.4
2022,Rubella,6 years,Ternopil,70.8
2022,"Measles, mumps, rubella",6 years,Ternopil,70.8
2022,Mumps,6 years,Ternopil,70.8
2022,Hepatitis B,under 1 year,Ternopil,55.6
2022,Tuberculosis,under 1 year,Kharkiv,76.9
2022,Poliomyelitis,under 1 year,Kharkiv,45.5
2022,Poliomyelitis,18 months,Kharkiv,42.2
2022,Poliomyelitis,6 years,Kharkiv,42.9
2022,Poliomyelitis,14 years,Kharkiv,43.0
2022,"Diphtheria, tetanus",under 1 year,Kharkiv,47.4
2022,Pertussis,under 1 year,Kharkiv,47.4
2022,Tetanus,under 1 year,Kharkiv,47.4
2022,"Diphtheria, tetanus",18 months,Kharkiv,43.1
2022,Pertussis,18 months,Kharkiv,43.1
2022,Tetanus,18 months,Kharkiv,43.1
2022,"Diphtheria, tetanus",6 years,Kharkiv,40.5
2022,Tetanus,6 years,Kharkiv,40.5
2022,"Diphtheria, tetanus",adults,Kharkiv,19.2
2022,Tetanus,adults,Kharkiv,19.2
2022,Rubella,1 year,Kharkiv,43.8
2022,"Measles, mumps, rubella",1 year,Kharkiv,43.8
2022,Mumps,1 year,Kharkiv,43.8
2022,Rubella,6 years,Kharkiv,43.4
2022,"Measles, mumps, rubella",6 years,Kharkiv,43.4
2022,Mumps,6 years,Kharkiv,43.4
2022,Hepatitis B,under 1 year,Kharkiv,38.2
2022,Tuberculosis,under 1 year,Kherson,28.2
2022,Poliomyelitis,under 1 year,Kherson,9.6
2022,Poliomyelitis,18 months,Kherson,7.2
2022,Poliomyelitis,6 years,Kherson,4.5
2022,Poliomyelitis,14 years,Kherson,5.1
2022,"Diphtheria, tetanus",under 1 year,Kherson,32.3
2022,Pertussis,under 1 year,Kherson,32.3
2022,Tetanus,under 1 year,Kherson,32.3
2022,"Diphtheria, tetanus",18 months,Kherson,24.6
2022,Pertussis,18 months,Kherson,24.6
2022,Tetanus,18 months,Kherson,24.6
2022,"Diphtheria, tetanus",6 years,Kherson,39.7
2022,Tetanus,6 years,Kherson,39.7
2022,"Diphtheria, tetanus",adults,Kherson,15.6
2022,Tetanus,adults,Kherson,15.6
2022,Rubella,1 year,Kherson,29.3
2022,"Measles, mumps, rubella",1 year,Kherson,29.3
2022,Mumps,1 year,Kherson,29.3
2022,Rubella,6 years,Kherson,38.4
2022,"Measles, mumps, rubella",6 years,Kherson,38.4
2022,Mumps,6 years,Kherson,38.4
2022,Hepatitis B,under 1 year,Kherson,20.8
2022,Tuberculosis,under 1 year,Khmelnytskiy,73.3
2022,Poliomyelitis,under 1 year,Khmelnytskiy,76.8
2022,Poliomyelitis,18 months,Khmelnytskiy,71.6
2022,Poliomyelitis,6 years,Khmelnytskiy,63.4
2022,Poliomyelitis,14 years,Khmelnytskiy,58.1
2022,"Diphtheria, tetanus",under 1 year,Khmelnytskiy,82.4
2022,Pertussis,under 1 year,Khmelnytskiy,82.4
2022,Tetanus,under 1 year,Khmelnytskiy,82.4
2022,"Diphtheria, tetanus",18 months,Khmelnytskiy,77.2
2022,Pertussis,18 months,Khmelnytskiy,77.2
2022,Tetanus,18 months,Khmelnytskiy,77.2
2022,"Diphtheria, tetanus",6 years,Khmelnytskiy,64.8
2022,Tetanus,6 years,Khmelnytskiy,64.8
2022,"Diphtheria, tetanus",adults,Khmelnytskiy,37.0
2022,Tetanus,adults,Khmelnytskiy,37.0
2022,Rubella,1 year,Khmelnytskiy,90.3
2022,"Measles, mumps, rubella",1 year,Khmelnytskiy,90.3
2022,Mumps,1 year,Khmelnytskiy,90.3
2022,Rubella,6 years,Khmelnytskiy,78.0
2022,"Measles, mumps, rubella",6 years,Khmelnytskiy,78.0
2022,Mumps,6 years,Khmelnytskiy,78.0
2022,Hepatitis B,under 1 year,Khmelnytskiy,61.8
2022,Tuberculosis,under 1 year,Cherkasy,85.2
2022,Poliomyelitis,under 1 year,Cherkasy,90.7
2022,Poliomyelitis,18 months,Cherkasy,85.5
2022,Poliomyelitis,6 years,Cherkasy,78.1
2022,Poliomyelitis,14 years,Cherkasy,77.6
2022,"Diphtheria, tetanus",under 1 year,Cherkasy,92.9
2022,Pertussis,under 1 year,Cherkasy,92.9
2022,Tetanus,under 1 year,Cherkasy,92.9
2022,"Diphtheria, tetanus",18 months,Cherkasy,91.1
2022,Pertussis,18 months,Cherkasy,91.1
2022,Tetanus,18 months,Cherkasy,91.1
2022,"Diphtheria, tetanus",6 years,Cherkasy,79.7
2022,Tetanus,6 years,Cherkasy,79.7
2022,"Diphtheria, tetanus",adults,Cherkasy,57.2
2022,Tetanus,adults,Cherkasy,57.2
2022,Rubella,1 year,Cherkasy,88.3
2022,"Measles, mumps, rubella",1 year,Cherkasy,88.3
2022,Mumps,1 year,Cherkasy,88.3
2022,Rubella,6 years,Cherkasy,81.2
2022,"Measles, mumps, rubella",6 years,Cherkasy,81.2
2022,Mumps,6 years,Cherkasy,81.2
2022,Hepatitis B,under 1 year,Cherkasy,85.9
2022,Tuberculosis,under 1 year,Chernivtsi,89.9
2022,Poliomyelitis,under 1 year,Chernivtsi,78.4
2022,Poliomyelitis,18 months,Chernivtsi,67.4
2022,Poliomyelitis,6 years,Chernivtsi,60.1
2022,Poliomyelitis,14 years,Chernivtsi,52.2
2022,"Diphtheria, tetanus",under 1 year,Chernivtsi,81.5
2022,Pertussis,under 1 year,Chernivtsi,81.5
2022,Tetanus,under 1 year,Chernivtsi,81.5
2022,"Diphtheria, tetanus",18 months,Chernivtsi,80.3
2022,Pertussis,18 months,Chernivtsi,80.3
2022,Tetanus,18 months,Chernivtsi,80.3
2022,"Diphtheria, tetanus",6 years,Chernivtsi,77.8
2022,Tetanus,6 years,Chernivtsi,77.8
2022,"Diphtheria, tetanus",adults,Chernivtsi,25.8
2022,Tetanus,adults,Chernivtsi,25.8
2022,Rubella,1 year,Chernivtsi,84.3
2022,"Measles, mumps, rubella",1 year,Chernivtsi,84.3
2022,Mumps,1 year,Chernivtsi,84.3
2022,Rubella,6 years,Chernivtsi,69.7
2022,"Measles, mumps, rubella",6 years,Chernivtsi,69.7
2022,Mumps,6 years,Chernivtsi,69.7
2022,Hepatitis B,under 1 year,Chernivtsi,61.4
2022,Tuberculosis,under 1 year,Chernihiv,86.3
2022,Poliomyelitis,under 1 year,Chernihiv,77.0
2022,Poliomyelitis,18 months,Chernihiv,79.6
2022,Poliomyelitis,6 years,Chernihiv,72.6
2022,Poliomyelitis,14 years,Chernihiv,68.0
2022,"Diphtheria, tetanus",under 1 year,Chernihiv,82.3
2022,Pertussis,under 1 year,Chernihiv,82.3
2022,Tetanus,under 1 year,Chernihiv,82.3
2022,"Diphtheria, tetanus",18 months,Chernihiv,82.6
2022,Pertussis,18 months,Chernihiv,82.6
2022,Tetanus,18 months,Chernihiv,82.6
2022,"Diphtheria, tetanus",6 years,Chernihiv,69.3
2022,Tetanus,6 years,Chernihiv,69.3
2022,"Diphtheria, tetanus",adults,Chernihiv,48.5
2022,Tetanus,adults,Chernihiv,48.5
2022,Rubella,1 year,Chernihiv,82.6
2022,"Measles, mumps, rubella",1 year,Chernihiv,82.6
2022,Mumps,1 year,Chernihiv,82.6
2022,Rubella,6 years,Chernihiv,76.9
2022,"Measles, mumps, rubella",6 years,Chernihiv,76.9
2022,Mumps,6 years,Chernihiv,76.9
2022,Hepatitis B,under 1 year,Chernihiv,73.2
2023,Tuberculosis,under 1 year,Vinnytsya,79.9
2023,Poliomyelitis,under 1 year,Vinnytsya,85.2
2023,Poliomyelitis,18 months,Vinnytsya,89.5
2023,Poliomyelitis,6 years,Vinnytsya,82.1
2023,Poliomyelitis,14 years,Vinnytsya,73.2
2023,"Diphtheria, tetanus",under 1 year,Vinnytsya,79.5
2023,Pertussis,under 1 year,Vinnytsya,79.5
2023,Tetanus,under 1 year,Vinnytsya,79.5
2023,"Diphtheria, tetanus",18 months,Vinnytsya,83.7
2023,Pertussis,18 months,Vinnytsya,83.7
2023,Tetanus,18 months,Vinnytsya,83.7
2023,"Diphtheria, tetanus",6 years,Vinnytsya,67.5
2023,Tetanus,6 years,Vinnytsya,67.5
2023,"Diphtheria, tetanus",adults,Vinnytsya,48.3
2023,Tetanus,adults,Vinnytsya,48.3
2023,Rubella,1 year,Vinnytsya,96.2
2023,"Measles, mumps, rubella",1 year,Vinnytsya,96.2
2023,Mumps,1 year,Vinnytsya,96.2
2023,Rubella,6 years,Vinnytsya,87.7
2023,"Measles, mumps, rubella",6 years,Vinnytsya,87.7
2023,Mumps,6 years,Vinnytsya,87.7
2023,Hepatitis B,under 1 year,Vinnytsya,78.1
2023,Tuberculosis,under 1 year,Volyn,89.4
2023,Poliomyelitis,under 1 year,Volyn,85.0
2023,Poliomyelitis,18 months,Volyn,85.6
2023,Poliomyelitis,6 years,Volyn,89.0
2023,Poliomyelitis,14 years,Volyn,88.0
2023,"Diphtheria, tetanus",under 1 year,Volyn,83.5
2023,Pertussis,under 1 year,Volyn,83.5
2023,Tetanus,under 1 year,Volyn,83.5
2023,"Diphtheria, tetanus",18 months,Volyn,84.8
2023,Pertussis,18 months,Volyn,84.8
2023,Tetanus,18 months,Volyn,84.8
2023,"Diphtheria, tetanus",6 years,Volyn,81.2
2023,Tetanus,6 years,Volyn,81.2
2023,"Diphtheria, tetanus",adults,Volyn,59.0
2023,Tetanus,adults,Volyn,59.0
2023,Rubella,1 year,Volyn,98.8
2023,"Measles, mumps, rubella",1 year,Volyn,98.8
2023,Mumps,1 year,Volyn,98.8
2023,Rubella,6 years,Volyn,95.7
2023,"Measles, mumps, rubella",6 years,Volyn,95.7
2023,Mumps,6 years,Volyn,95.7
2023,Hepatitis B,under 1 year,Volyn,85.4
2023,Tuberculosis,under 1 year,Dnipropetrovsk,83.0
2023,Poliomyelitis,under 1 year,Dnipropetrovsk,84.5
2023,Poliomyelitis,18 months,Dnipropetrovsk,94.7
2023,Poliomyelitis,6 years,Dnipropetrovsk,91.1
2023,Poliomyelitis,14 years,Dnipropetrovsk,85.1
2023,"Diphtheria, tetanus",under 1 year,Dnipropetrovsk,82.2
2023,Pertussis,under 1 year,Dnipropetrovsk,82.2
2023,Tetanus,under 1 year,Dnipropetrovsk,82.2
2023,"Diphtheria, tetanus",18 months,Dnipropetrovsk,85.2
2023,Pertussis,18 months,Dnipropetrovsk,85.2
2023,Tetanus,18 months,Dnipropetrovsk,85.2
2023,"Diphtheria, tetanus",6 years,Dnipropetrovsk,71.9
2023,Tetanus,6 years,Dnipropetrovsk,71.9
2023,"Diphtheria, tetanus",adults,Dnipropetrovsk,35.5
2023,Tetanus,adults,Dnipropetrovsk,35.5
2023,Rubella,1 year,Dnipropetrovsk,92.6
2023,"Measles, mumps, rubella",1 year,Dnipropetrovsk,92.6
2023,Mumps,1 year,Dnipropetrovsk,92.6
2023,Rubella,6 years,Dnipropetrovsk,91.7
2023,"Measles, mumps, rubella",6 years,Dnipropetrovsk,91.7
2023,Mumps,6 years,Dnipropetrovsk,91.7
2023,Hepatitis B,under 1 year,Dnipropetrovsk,79.5
2023,Tuberculosis,under 1 year,Donetsk,89.8
2023,Poliomyelitis,under 1 year,Donetsk,79.4
2023,Poliomyelitis,18 months,Donetsk,78.8
2023,Poliomyelitis,6 years,Donetsk,82.2
2023,Poliomyelitis,14 years,Donetsk,72.1
2023,"Diphtheria, tetanus",under 1 year,Donetsk,76.0
2023,Pertussis,under 1 year,Donetsk,76.0
2023,Tetanus,under 1 year,Donetsk,76.0
2023,"Diphtheria, tetanus",18 months,Donetsk,75.2
2023,Pertussis,18 months,Donetsk,75.2
2023,Tetanus,18 months,Donetsk,75.2
2023,"Diphtheria, tetanus",6 years,Donetsk,80.4
2023,Tetanus,6 years,Donetsk,80.4
2023,"Diphtheria, tetanus",adults,Donetsk,55.9
2023,Tetanus,adults,Donetsk,55.9
2023,Rubella,1 year,Donetsk,94.8
2023,"Measles, mumps, rubella",1 year,Donetsk,94.8
2023,Mumps,1 year,Donetsk,94.8
2023,Rubella,6 years,Donetsk,79.8
2023,"Measles, mumps, rubella",6 years,Donetsk,79.8
2023,Mumps,6 years,Donetsk,79.8
2023,Hepatitis B,under 1 year,Donetsk,79.6
2023,Tuberculosis,under 1 year,Zhytomyr,74.7
2023,Poliomyelitis,under 1 year,Zhytomyr,90.7
2023,Poliomyelitis,18 months,Zhytomyr,86.2
2023,Poliomyelitis,6 years,Zhytomyr,85.6
2023,Poliomyelitis,14 years,Zhytomyr,84.5
2023,"Diphtheria, tetanus",under 1 year,Zhytomyr,88.4
2023,Pertussis,under 1 year,Zhytomyr,88.4
2023,Tetanus,under 1 year,Zhytomyr,88.4
2023,"Diphtheria, tetanus",18 months,Zhytomyr,81.5
2023,Pertussis,18 months,Zhytomyr,81.5
2023,Tetanus,18 months,Zhytomyr,81.5
2023,"Diphtheria, tetanus",6 years,Zhytomyr,75.1
2023,Tetanus,6 years,Zhytomyr,75.1
2023,"Diphtheria, tetanus",adults,Zhytomyr,48.7
2023,Tetanus,adults,Zhytomyr,48.7
2023,Rubella,1 year,Zhytomyr,87.2
2023,"Measles, mumps, rubella",1 year,Zhytomyr,87.2
2023,Mumps,1 year,Zhytomyr,87.2
2023,Rubella,6 years,Zhytomyr,83.2
2023,"Measles, mumps, rubella",6 years,Zhytomyr,83.2
2023,Mumps,6 years,Zhytomyr,83.2
2023,Hepatitis B,under 1 year,Zhytomyr,92.0
2023,Tuberculosis,under 1 year,Zakarpattya,77.7
2023,Poliomyelitis,under 1 year,Zakarpattya,73.9
2023,Poliomyelitis,18 months,Zakarpattya,81.5
2023,Poliomyelitis,6 years,Zakarpattya,81.5
2023,Poliomyelitis,14 years,Zakarpattya,78.7
2023,"Diphtheria, tetanus",under 1 year,Zakarpattya,70.6
2023,Pertussis,under 1 year,Zakarpattya,70.6
2023,Tetanus,under 1 year,Zakarpattya,70.6
2023,"Diphtheria, tetanus",18 months,Zakarpattya,71.6
2023,Pertussis,18 months,Zakarpattya,71.6
2023,Tetanus,18 months,Zakarpattya,71.6
2023,"Diphtheria, tetanus",6 years,Zakarpattya,63.2
2023,Tetanus,6 years,Zakarpattya,63.2
2023,"Diphtheria, tetanus",adults,Zakarpattya,33.5
2023,Tetanus,adults,Zakarpattya,33.5
2023,Rubella,1 year,Zakarpattya,85.5
2023,"Measles, mumps, rubella",1 year,Zakarpattya,85.5
2023,Mumps,1 year,Zakarpattya,85.5
2023,Rubella,6 years,Zakarpattya,82.5
2023,"Measles, mumps, rubella",6 years,Zakarpattya,82.5
2023,Mumps,6 years,Zakarpattya,82.5
2023,Hepatitis B,under 1 year,Zakarpattya,58.0
2023,Tuberculosis,under 1 year,Zaporizhzhya,78.8
2023,Poliomyelitis,under 1 year,Zaporizhzhya,91.6
2023,Poliomyelitis,18 months,Zaporizhzhya,94.6
2023,Poliomyelitis,6 years,Zaporizhzhya,90.3
2023,Poliomyelitis,14 years,Zaporizhzhya,88.6
2023,"Diphtheria, tetanus",under 1 year,Zaporizhzhya,93.6
2023,Pertussis,under 1 year,Zaporizhzhya,93.6
2023,Tetanus,under 1 year,Zaporizhzhya,93.6
2023,"Diphtheria, tetanus",18 months,Zaporizhzhya,91.9
2023,Pertussis,18 months,Zaporizhzhya,91.9
2023,Tetanus,18 months,Zaporizhzhya,91.9
2023,"Diphtheria, tetanus",6 years,Zaporizhzhya,82.5
2023,Tetanus,6 years,Zaporizhzhya,82.5
2023,"Diphtheria, tetanus",adults,Zaporizhzhya,51.7
2023,Tetanus,adults,Zaporizhzhya,51.7
2023,Rubella,1 year,Zaporizhzhya,99.8
2023,"Measles, mumps, rubella",1 year,Zaporizhzhya,99.8
2023,Mumps,1 year,Zaporizhzhya,99.8
2023,Rubella,6 years,Zaporizhzhya,89.2
2023,"Measles, mumps, rubella",6 years,Zaporizhzhya,89.2
2023,Mumps,6 years,Zaporizhzhya,89.2
2023,Hepatitis B,under 1 year,Zaporizhzhya,98.9
2023,Tuberculosis,under 1 year,Ivano-Frankivsk,81.4
2023,Poliomyelitis,under 1 year,Ivano-Frankivsk,87.2
2023,Poliomyelitis,18 months,Ivano-Frankivsk,89.1
2023,Poliomyelitis,6 years,Ivano-Frankivsk,87.1
2023,Poliomyelitis,14 years,Ivano-Frankivsk,83.4
2023,"Diphtheria, tetanus",under 1 year,Ivano-Frankivsk,74.6
2023,Pertussis,under 1 year,Ivano-Frankivsk,74.6
2023,Tetanus,under 1 year,Ivano-Frankivsk,74.6
2023,"Diphtheria, tetanus",18 months,Ivano-Frankivsk,72.0
2023,Pertussis,18 months,Ivano-Frankivsk,72.0
2023,Tetanus,18 months,Ivano-Frankivsk,72.0
2023,"Diphtheria, tetanus",6 years,Ivano-Frankivsk,50.3
2023,Tetanus,6 years,Ivano-Frankivsk,50.3
2023,"Diphtheria, tetanus",adults,Ivano-Frankivsk,32.5
2023,Tetanus,adults,Ivano-Frankivsk,32.5
2023,Rubella,1 year,Ivano-Frankivsk,94.5
2023,"Measles, mumps, rubella",1 year,Ivano-Frankivsk,94.5
2023,Mumps,1 year,Ivano-Frankivsk,94.5
2023,Rubella,6 years,Ivano-Frankivsk,83.2
2023,"Measles, mumps, rubella",6 years,Ivano-Frankivsk,83.2
2023,Mumps,6 years,Ivano-Frankivsk,83.2
2023,Hepatitis B,under 1 year,Ivano-Frankivsk,69.2
2023,Tuberculosis,under 1 year,Kirovohrad,87.9
2023,Poliomyelitis,under 1 year,Kirovohrad,90.8
2023,Poliomyelitis,18 months,Kirovohrad,94.1
2023,Poliomyelitis,6 years,Kirovohrad,78.6
2023,Poliomyelitis,14 years,Kirovohrad,66.0
2023,"Diphtheria, tetanus",under 1 year,Kirovohrad,87.5
2023,Pertussis,under 1 year,Kirovohrad,87.5
2023,Tetanus,under 1 year,Kirovohrad,87.5
2023,"Diphtheria, tetanus",18 months,Kirovohrad,85.0
2023,Pertussis,18 months,Kirovohrad,85.0
2023,Tetanus,18 months,Kirovohrad,85.0
2023,"Diphtheria, tetanus",6 years,Kirovohrad,70.2
2023,Tetanus,6 years,Kirovohrad,70.2
2023,"Diphtheria, tetanus",adults,Kirovohrad,41.5
2023,Tetanus,adults,Kirovohrad,41.5
2023,Rubella,1 year,Kirovohrad,99.5
2023,"Measles, mumps, rubella",1 year,Kirovohrad,99.5
2023,Mumps,1 year,Kirovohrad,99.5
2023,Rubella,6 years,Kirovohrad,95.1
2023,"Measles, mumps, rubella",6 years,Kirovohrad,95.1
2023,Mumps,6 years,Kirovohrad,95.1
2023,Hepatitis B,under 1 year,Kirovohrad,69.0
2023,Tuberculosis,under 1 year,Luhansk,0.0
2023,Poliomyelitis,under 1 year,Luhansk,0.0
2023,Poliomyelitis,18 months,Luhansk,0.0
2023,Poliomyelitis,6 years,Luhansk,0.0
2023,Poliomyelitis,14 years,Luhansk,0.0
2023,"Diphtheria, tetanus",under 1 year,Luhansk,0.0
2023,Pertussis,under 1 year,Luhansk,0.0
2023,Tetanus,under 1 year,Luhansk,0.0
2023,"Diphtheria, tetanus",18 months,Luhansk,0.0
2023,Pertussis,18 months,Luhansk,0.0
2023,Tetanus,18 months,Luhansk,0.0
2023,"Diphtheria, tetanus",6 years,Luhansk,0.0
2023,Tetanus,6 years,Luhansk,0.0
2023,"Diphtheria, tetanus",adults,Luhansk,0.0
2023,Tetanus,adults,Luhansk,0.0
2023,Rubella,1 year,Luhansk,0.0
2023,"Measles, mumps, rubella",1 year,Luhansk,0.0
2023,Mumps,1 year,Luhansk,0.0
2023,Rubella,6 years,Luhansk,0.0
2023,"Measles, mumps, rubella",6 years,Luhansk,0.0
2023,Mumps,6 years,Luhansk,0.0
2023,Hepatitis B,under 1 year,Luhansk,0.0
2023,Tuberculosis,under 1 year,Lviv,79.8
2023,Poliomyelitis,under 1 year,Lviv,73.4
2023,Poliomyelitis,18 months,Lviv,63.1
2023,Poliomyelitis,6 years,Lviv,53.1
2023,Poliomyelitis,14 years,Lviv,47.3
