Year,Види економічної діяльності,Організаційно-правові форми господарювання,Область,Value
2022,Інша діяльність у сфері спорту,,,19.1
2023,Інша діяльність у сфері спорту,,,19.6
2024,Інша діяльність у сфері спорту,,,19.6
2025,Інша діяльність у сфері спорту,,,20.2
2016,Функціювання атракціонів і тематичних парків,,,
2017,Функціювання атракціонів і тематичних парків,,,
2018,Функціювання атракціонів і тематичних парків,,,
2019,Функціювання атракціонів і тематичних парків,,,
2020,Функціювання атракціонів і тематичних парків,,,
2021,Функціювання атракціонів і тематичних парків,,,
2022,Функціювання атракціонів і тематичних парків,,,28.5
2023,Функціювання атракціонів і тематичних парків,,,28.8
2024,Функціювання атракціонів і тематичних парків,,,27.9
2025,Функціювання атракціонів і тематичних парків,,,30.6
2016,Організування інших видів відпочинку та розваг,,,
2017,Організування інших видів відпочинку та розваг,,,
2018,Організування інших видів відпочинку та розваг,,,
2019,Організування інших видів відпочинку та розваг,,,
2020,Організування інших видів відпочинку та розваг,,,
2021,Організування інших видів відпочинку та розваг,,,
2022,Організування інших видів відпочинку та розваг,,,37.3
2023,Організування інших видів відпочинку та розваг,,,36.9
2024,Організування інших видів відпочинку та розваг,,,36.7
2025,Організування інших видів відпочинку та розваг,,,36.1
2016,Діяльність організацій промисловців і підприємців,,,
2017,Діяльність організацій промисловців і підприємців,,,
2018,Діяльність організацій промисловців і підприємців,,,
2019,Діяльність організацій промисловців і підприємців,,,
2020,Діяльність організацій промисловців і підприємців,,,
2021,Діяльність організацій промисловців і підприємців,,,
2022,Діяльність організацій промисловців і підприємців,,,18.0
2023,Діяльність організацій промисловців і підприємців,,,18.0
2024,Діяльність організацій промисловців і підприємців,,,18.0
2025,Діяльність організацій промисловців і підприємців,,,18.2
2016,Діяльність професійних громадських організацій,,,
2017,Діяльність професійних громадських організацій,,,
2018,Діяльність професійних громадських організацій,,,
2019,Діяльність професійних громадських організацій,,,
2020,Діяльність професійних громадських організацій,,,
2021,Діяльність професійних громадських організацій,,,
2022,Діяльність професійних громадських організацій,,,30.7
2023,Діяльність професійних громадських організацій,,,31.0
2024,Діяльність професійних громадських організацій,,,31.3
2025,Діяльність професійних громадських організацій,,,31.6
2016,Діяльність професійних спілок,,,
2017,Діяльність професійних спілок,,,
2018,Діяльність професійних спілок,,,
2019,Діяльність професійних спілок,,,
2020,Діяльність професійних спілок,,,
2021,Діяльність професійних спілок,,,
2022,Діяльність професійних спілок,,,63.7
2023,Діяльність професійних спілок,,,63.7
2024,Діяльність професійних спілок,,,63.9
2025,Діяльність професійних спілок,,,63.8
2016,Діяльність релігійних організацій,,,
2017,Діяльність релігійних організацій,,,
2018,Діяльність релігійних організацій,,,
2019,Діяльність релігійних організацій,,,
2020,Діяльність релігійних організацій,,,
2021,Діяльність релігійних організацій,,,
2022,Діяльність релігійних організацій,,,4.4
2023,Діяльність релігійних організацій,,,4.5
2024,Діяльність релігійних організацій,,,4.9
2025,Діяльність релігійних організацій,,,5.2
2016,Діяльність політичних організацій,,,
2017,Діяльність політичних організацій,,,
2018,Діяльність політичних організацій,,,
2019,Діяльність політичних організацій,,,
2020,Діяльність політичних організацій,,,
2021,Діяльність політичних організацій,,,
2022,Діяльність політичних організацій,,,24.7
2023,Діяльність політичних організацій,,,24.5
2024,Діяльність політичних організацій,,,24.5
2025,Діяльність політичних організацій,,,24.8
2016,"Діяльність інших громадських організацій, н.в.і.у.",,,
2017,"Діяльність інших громадських організацій, н.в.і.у.",,,
2018,"Діяльність інших громадських організацій, н.в.і.у.",,,
2019,"Діяльність інших громадських організацій, н.в.і.у.",,,
2020,"Діяльність інших громадських організацій, н.в.і.у.",,,
2021,"Діяльність інших громадських організацій, н.в.і.у.",,,
2022,"Діяльність інших громадських організацій, н.в.і.у.",,,30.3
2023,"Діяльність інших громадських організацій, н.в.і.у.",,,30.5
2024,"Діяльність інших громадських організацій, н.в.і.у.",,,31.0
2025,"Діяльність інших громадських організацій, н.в.і.у.",,,31.6
2016,Ремонт комп'ютерів і периферійного устатковання,,,
2017,Ремонт комп'ютерів і периферійного устатковання,,,
2018,Ремонт комп'ютерів і периферійного устатковання,,,
2019,Ремонт комп'ютерів і периферійного устатковання,,,
2020,Ремонт комп'ютерів і периферійного устатковання,,,
2021,Ремонт комп'ютерів і периферійного устатковання,,,
2022,Ремонт комп'ютерів і периферійного устатковання,,,17.3
2023,Ремонт комп'ютерів і периферійного устатковання,,,17.3
2024,Ремонт комп'ютерів і периферійного устатковання,,,17.4
2025,Ремонт комп'ютерів і периферійного устатковання,,,19.1
2016,Ремонт обладнання зв'язку,,,
2017,Ремонт обладнання зв'язку,,,
2018,Ремонт обладнання зв'язку,,,
2019,Ремонт обладнання зв'язку,,,
2020,Ремонт обладнання зв'язку,,,
2021,Ремонт обладнання зв'язку,,,
2022,Ремонт обладнання зв'язку,,,21.8
2023,Ремонт обладнання зв'язку,,,23.1
2024,Ремонт обладнання зв'язку,,,25.9
2025,Ремонт обладнання зв'язку,,,26.7
2016,"Ремонт електронної апаратури побутового призначення для приймання, записування, відтворювання звуку й зображення",,,
2017,"Ремонт електронної апаратури побутового призначення для приймання, записування, відтворювання звуку й зображення",,,
2018,"Ремонт електронної апаратури побутового призначення для приймання, записування, відтворювання звуку й зображення",,,
2019,"Ремонт електронної апаратури побутового призначення для приймання, записування, відтворювання звуку й зображення",,,
2020,"Ремонт електронної апаратури побутового призначення для приймання, записування, відтворювання звуку й зображення",,,
2021,"Ремонт електронної апаратури побутового призначення для приймання, записування, відтворювання звуку й зображення",,,
2022,"Ремонт електронної апаратури побутового призначення для приймання, записування, відтворювання звуку й зображення",,,14.5
2023,"Ремонт електронної апаратури побутового призначення для приймання, записування, відтворювання звуку й зображення",,,14.6
2024,"Ремонт електронної апаратури побутового призначення для приймання, записування, відтворювання звуку й зображення",,,14.8
2025,"Ремонт електронної апаратури побутового призначення для приймання, записування, відтворювання звуку й зображення",,,17.6
2016,"Ремонт побутових приладів, домашнього та садового обладнання",,,
2017,"Ремонт побутових приладів, домашнього та садового обладнання",,,
2018,"Ремонт побутових приладів, домашнього та садового обладнання",,,
2019,"Ремонт побутових приладів, домашнього та садового обладнання",,,
2020,"Ремонт побутових приладів, домашнього та садового обладнання",,,
2021,"Ремонт побутових приладів, домашнього та садового обладнання",,,
2022,"Ремонт побутових приладів, домашнього та садового обладнання",,,14.9
2023,"Ремонт побутових приладів, домашнього та садового обладнання",,,14.7
2024,"Ремонт побутових приладів, домашнього та садового обладнання",,,16.2
2025,"Ремонт побутових приладів, домашнього та садового обладнання",,,17.0
2016,Ремонт взуття та шкіряних виробів,,,
2017,Ремонт взуття та шкіряних виробів,,,
2018,Ремонт взуття та шкіряних виробів,,,
2019,Ремонт взуття та шкіряних виробів,,,
2020,Ремонт взуття та шкіряних виробів,,,
2021,Ремонт взуття та шкіряних виробів,,,
2022,Ремонт взуття та шкіряних виробів,,,42.7
2023,Ремонт взуття та шкіряних виробів,,,41.7
2024,Ремонт взуття та шкіряних виробів,,,40.1
2025,Ремонт взуття та шкіряних виробів,,,40.5
2016,Ремонт меблів і домашнього начиння,,,
2017,Ремонт меблів і домашнього начиння,,,
2018,Ремонт меблів і домашнього начиння,,,
2019,Ремонт меблів і домашнього начиння,,,
2020,Ремонт меблів і домашнього начиння,,,
2021,Ремонт меблів і домашнього начиння,,,
2022,Ремонт меблів і домашнього начиння,,,17.0
2023,Ремонт меблів і домашнього начиння,,,17.0
2024,Ремонт меблів і домашнього начиння,,,21.4
2025,Ремонт меблів і домашнього начиння,,,23.2
2016,Ремонт годинників і ювелірних виробів,,,
2017,Ремонт годинників і ювелірних виробів,,,
2018,Ремонт годинників і ювелірних виробів,,,
2019,Ремонт годинників і ювелірних виробів,,,
2020,Ремонт годинників і ювелірних виробів,,,
2021,Ремонт годинників і ювелірних виробів,,,
2022,Ремонт годинників і ювелірних виробів,,,29.3
2023,Ремонт годинників і ювелірних виробів,,,29.7
2024,Ремонт годинників і ювелірних виробів,,,28.8
2025,Ремонт годинників і ювелірних виробів,,,28.0
2016,Ремонт інших побутових виробів і предметів особистого вжитку,,,
2017,Ремонт інших побутових виробів і предметів особистого вжитку,,,
2018,Ремонт інших побутових виробів і предметів особистого вжитку,,,
2019,Ремонт інших побутових виробів і предметів особистого вжитку,,,
2020,Ремонт інших побутових виробів і предметів особистого вжитку,,,
2021,Ремонт інших побутових виробів і предметів особистого вжитку,,,
2022,Ремонт інших побутових виробів і предметів особистого вжитку,,,49.8
2023,Ремонт інших побутових виробів і предметів особистого вжитку,,,50.0
2024,Ремонт інших побутових виробів і предметів особистого вжитку,,,49.8
2025,Ремонт інших побутових виробів і предметів особистого вжитку,,,51.1
2016,Прання та хімічне чищення текстильних і хутряних виробів,,,
2017,Прання та хімічне чищення текстильних і хутряних виробів,,,
2018,Прання та хімічне чищення текстильних і хутряних виробів,,,
2019,Прання та хімічне чищення текстильних і хутряних виробів,,,
2020,Прання та хімічне чищення текстильних і хутряних виробів,,,
2021,Прання та хімічне чищення текстильних і хутряних виробів,,,
2022,Прання та хімічне чищення текстильних і хутряних виробів,,,42.2
2023,Прання та хімічне чищення текстильних і хутряних виробів,,,42.3
2024,Прання та хімічне чищення текстильних і хутряних виробів,,,42.2
2025,Прання та хімічне чищення текстильних і хутряних виробів,,,43.9
2016,Надання послуг перукарнями та салонами краси,,,
2017,Надання послуг перукарнями та салонами краси,,,
2018,Надання послуг перукарнями та салонами краси,,,
2019,Надання послуг перукарнями та салонами краси,,,
2020,Надання послуг перукарнями та салонами краси,,,
2021,Надання послуг перукарнями та салонами краси,,,
2022,Надання послуг перукарнями та салонами краси,,,71.6
2023,Надання послуг перукарнями та салонами краси,,,71.0
2024,Надання послуг перукарнями та салонами краси,,,70.7
2025,Надання послуг перукарнями та салонами краси,,,70.4
2016,Організування поховань і надання суміжних послуг,,,
2017,Організування поховань і надання суміжних послуг,,,
2018,Організування поховань і надання суміжних послуг,,,
2019,Організування поховань і надання суміжних послуг,,,
2020,Організування поховань і надання суміжних послуг,,,
2021,Організування поховань і надання суміжних послуг,,,
2022,Організування поховань і надання суміжних послуг,,,30.5
2023,Організування поховань і надання суміжних послуг,,,30.9
2024,Організування поховань і надання суміжних послуг,,,32.1
2025,Організування поховань і надання суміжних послуг,,,32.3
2016,Діяльність із забезпечення фізичного комфорту,,,
2017,Діяльність із забезпечення фізичного комфорту,,,
2018,Діяльність із забезпечення фізичного комфорту,,,
2019,Діяльність із забезпечення фізичного комфорту,,,
2020,Діяльність із забезпечення фізичного комфорту,,,
2021,Діяльність із забезпечення фізичного комфорту,,,
2022,Діяльність із забезпечення фізичного комфорту,,,31.0
2023,Діяльність із забезпечення фізичного комфорту,,,32.0
2024,Діяльність із забезпечення фізичного комфорту,,,31.5
2025,Діяльність із забезпечення фізичного комфорту,,,30.9
2016,"Надання інших індивідуальних послуг, н.в.і.у.",,,
2017,"Надання інших індивідуальних послуг, н.в.і.у.",,,
2018,"Надання інших індивідуальних послуг, н.в.і.у.",,,
2019,"Надання інших індивідуальних послуг, н.в.і.у.",,,
2020,"Надання інших індивідуальних послуг, н.в.і.у.",,,
2021,"Надання інших індивідуальних послуг, н.в.і.у.",,,
2022,"Надання інших індивідуальних послуг, н.в.і.у.",,,28.6
2023,"Надання інших індивідуальних послуг, н.в.і.у.",,,29.0
2024,"Надання інших індивідуальних послуг, н.в.і.у.",,,29.0
2025,"Надання інших індивідуальних послуг, н.в.і.у.",,,29.5
2016,Діяльність домашніх господарств як роботодавців для домашньої прислуги,,,
2017,Діяльність домашніх господарств як роботодавців для домашньої прислуги,,,
2018,Діяльність домашніх господарств як роботодавців для домашньої прислуги,,,
2019,Діяльність домашніх господарств як роботодавців для домашньої прислуги,,,
2020,Діяльність домашніх господарств як роботодавців для домашньої прислуги,,,
2021,Діяльність домашніх господарств як роботодавців для домашньої прислуги,,,
2022,Діяльність домашніх господарств як роботодавців для домашньої прислуги,,,64.7
2023,Діяльність домашніх господарств як роботодавців для домашньої прислуги,,,64.7
2024,Діяльність домашніх господарств як роботодавців для домашньої прислуги,,,64.7
2025,Діяльність домашніх господарств як роботодавців для домашньої прислуги,,,55.9
2016,Діяльність домашніх господарств як виробників товарів для власного споживання,,,
2017,Діяльність домашніх господарств як виробників товарів для власного споживання,,,
2018,Діяльність домашніх господарств як виробників товарів для власного споживання,,,
2019,Діяльність домашніх господарств як виробників товарів для власного споживання,,,
2020,Діяльність домашніх господарств як виробників товарів для власного споживання,,,
2021,Діяльність домашніх господарств як виробників товарів для власного споживання,,,
2022,Діяльність домашніх господарств як виробників товарів для власного споживання,,,38.9
2023,Діяльність домашніх господарств як виробників товарів для власного споживання,,,40.0
2024,Діяльність домашніх господарств як виробників товарів для власного споживання,,,31.8
2025,Діяльність домашніх господарств як виробників товарів для власного споживання,,,30.4
2016,Діяльність домашніх господарств як виробників послуг для власного споживання,,,
2017,Діяльність домашніх господарств як виробників послуг для власного споживання,,,
2018,Діяльність домашніх господарств як виробників послуг для власного споживання,,,
2019,Діяльність домашніх господарств як виробників послуг для власного споживання,,,
2020,Діяльність домашніх господарств як виробників послуг для власного споживання,,,
2021,Діяльність домашніх господарств як виробників послуг для власного споживання,,,
2022,Діяльність домашніх господарств як виробників послуг для власного споживання,,,23.5
2023,Діяльність домашніх господарств як виробників послуг для власного споживання,,,25.0
2024,Діяльність домашніх господарств як виробників послуг для власного споживання,,,27.8
2025,Діяльність домашніх господарств як виробників послуг для власного споживання,,,26.3
2016,Діяльність екстериторіальних організацій і органів,,,
2017,Діяльність екстериторіальних організацій і органів,,,
2018,Діяльність екстериторіальних організацій і органів,,,
2019,Діяльність екстериторіальних організацій і органів,,,
2020,Діяльність екстериторіальних організацій і органів,,,
2021,Діяльність екстериторіальних організацій і органів,,,
2022,Діяльність екстериторіальних організацій і органів,,,18.2
2023,Діяльність екстериторіальних організацій і органів,,,16.7
2024,Діяльність екстериторіальних організацій і органів,,,14.3
2025,Діяльність екстериторіальних організацій і органів,,,20.0
2016,Відсутній код за КВЕД-2010,,,
2017,Відсутній код за КВЕД-2010,,,
2018,Відсутній код за КВЕД-2010,,,
2019,Відсутній код за КВЕД-2010,,,
2020,Відсутній код за КВЕД-2010,,,
2021,Відсутній код за КВЕД-2010,,,
2022,Відсутній код за КВЕД-2010,,,22.2
2023,Відсутній код за КВЕД-2010,,,22.2
2024,Відсутній код за КВЕД-2010,,,22.1
2025,Відсутній код за КВЕД-2010,,,22.1
2016,,,,
2017,,,,
2018,,,,
2019,,,,
2020,,,,28.93
2021,,,,29.15
2022,,,,29.3
2023,,,,29.2
2024,,,,29.2
2025,,,,29.6
2016,,Фермерське господарство,,
2017,,Фермерське господарство,,
2018,,Фермерське господарство,,
2019,,Фермерське господарство,,
2020,,Фермерське господарство,,20.47
2021,,Фермерське господарство,,20.82
2022,,Фермерське господарство,,21.1
2023,,Фермерське господарство,,21.0
2024,,Фермерське господарство,,20.9
2025,,Фермерське господарство,,21.1
2016,,Приватне підприємство,,
2017,,Приватне підприємство,,
2018,,Приватне підприємство,,
2019,,Приватне підприємство,,
2020,,Приватне підприємство,,25.01
2021,,Приватне підприємство,,25.07
2022,,Приватне підприємство,,25.1
2023,,Приватне підприємство,,25.1
2024,,Приватне підприємство,,25.2
2025,,Приватне підприємство,,25.4
2016,,Колективне підприємство,,
2017,,Колективне підприємство,,
2018,,Колективне підприємство,,
2019,,Колективне підприємство,,
2020,,Колективне підприємство,,
2021,,Колективне підприємство,,
2022,,Колективне підприємство,,20.9
2023,,Колективне підприємство,,20.8
2024,,Колективне підприємство,,20.9
2025,,Колективне підприємство,,20.9
2016,,Державне підприємство,,
2017,,Державне підприємство,,
2018,,Державне підприємство,,
2019,,Державне підприємство,,
2020,,Державне підприємство,,13.23
2021,,Державне підприємство,,12.87
2022,,Державне підприємство,,13.2
2023,,Державне підприємство,,13.7
2024,,Державне підприємство,,14.3
2025,,Державне підприємство,,15.1
2016,,Казенне підприємство,,
2017,,Казенне підприємство,,
2018,,Казенне підприємство,,
2019,,Казенне підприємство,,
2020,,Казенне підприємство,,
2021,,Казенне підприємство,,3.13
2022,,Казенне підприємство,,
2023,,Казенне підприємство,,6.9
2024,,Казенне підприємство,,4.0
2025,,Казенне підприємство,,4.8
2016,,Комунальне підприємство,,
2017,,Комунальне підприємство,,
2018,,Комунальне підприємство,,
2019,,Комунальне підприємство,,
2020,,Комунальне підприємство,,33.18
2021,,Комунальне підприємство,,33.8
2022,,Комунальне підприємство,,34.2
2023,,Комунальне підприємство,,34.6
2024,,Комунальне підприємство,,35.1
2025,,Комунальне підприємство,,35.4
2016,,Спільне комунальне підприємство,,
2017,,Спільне комунальне підприємство,,
2018,,Спільне комунальне підприємство,,
2019,,Спільне комунальне підприємство,,
2020,,Спільне комунальне підприємство,,
2021,,Спільне комунальне підприємство,,
2022,,Спільне комунальне підприємство,,
2023,,Спільне комунальне підприємство,,
2024,,Спільне комунальне підприємство,,50.0
2025,,Спільне комунальне підприємство,,50.0
2016,,Дочірнє підприємство,,
2017,,Дочірнє підприємство,,
2018,,Дочірнє підприємство,,
2019,,Дочірнє підприємство,,
2020,,Дочірнє підприємство,,22.36
2021,,Дочірнє підприємство,,22.29
2022,,Дочірнє підприємство,,22.2
2023,,Дочірнє підприємство,,22.2
2024,,Дочірнє підприємство,,22.1
2025,,Дочірнє підприємство,,22.2
2016,,Іноземне підприємство,,
2017,,Іноземне підприємство,,
2018,,Іноземне підприємство,,
2019,,Іноземне підприємство,,
2020,,Іноземне підприємство,,17.43
2021,,Іноземне підприємство,,17.38
2022,,Іноземне підприємство,,17.9
2023,,Іноземне підприємство,,17.8
2024,,Іноземне підприємство,,17.1
2025,,Іноземне підприємство,,17.9
2016,,"Підприємство об'єднання  громадян (релігійної організації, профспілки)",,
2017,,"Підприємство об'єднання  громадян (релігійної організації, профспілки)",,
2018,,"Підприємство об'єднання  громадян (релігійної організації, профспілки)",,
2019,,"Підприємство об'єднання  громадян (релігійної організації, профспілки)",,
2020,,"Підприємство об'єднання  громадян (релігійної організації, профспілки)",,23.45
2021,,"Підприємство об'єднання  громадян (релігійної організації, профспілки)",,23.21
2022,,"Підприємство об'єднання  громадян (релігійної організації, профспілки)",,23.4
2023,,"Підприємство об'єднання  громадян (релігійної організації, профспілки)",,23.4
2024,,"Підприємство об'єднання  громадян (релігійної організації, профспілки)",,23.6
2025,,"Підприємство об'єднання  громадян (релігійної організації, профспілки)",,23.8
2016,,Підприємство споживчої кооперації,,
2017,,Підприємство споживчої кооперації,,
2018,,Підприємство споживчої кооперації,,
2019,,Підприємство споживчої кооперації,,
2020,,Підприємство споживчої кооперації,,57.42
2021,,Підприємство споживчої кооперації,,57.77
2022,,Підприємство споживчої кооперації,,57.0
2023,,Підприємство споживчої кооперації,,55.8
2024,,Підприємство споживчої кооперації,,56.5
2025,,Підприємство споживчої кооперації,,57.1
2016,,Орендне підприємство,,
2017,,Орендне підприємство,,
2018,,Орендне підприємство,,
2019,,Орендне підприємство,,
2020,,Орендне підприємство,,
2021,,Орендне підприємство,,
2022,,Орендне підприємство,,43.8
2023,,Орендне підприємство,,43.6
2024,,Орендне підприємство,,44.2
2025,,Орендне підприємство,,44.0
2016,,Індивідуальне підприємство,,
2017,,Індивідуальне підприємство,,
2018,,Індивідуальне підприємство,,
2019,,Індивідуальне підприємство,,
2020,,Індивідуальне підприємство,,
2021,,Індивідуальне підприємство,,
2022,,Індивідуальне підприємство,,8.3
2023,,Індивідуальне підприємство,,8.3
2024,,Індивідуальне підприємство,,8.3
2025,,Індивідуальне підприємство,,8.3
2016,,Сімейне підприємство,,
2017,,Сімейне підприємство,,
2018,,Сімейне підприємство,,
2019,,Сімейне підприємство,,
2020,,Сімейне підприємство,,
2021,,Сімейне підприємство,,
2022,,Сімейне підприємство,,31.0
2023,,Сімейне підприємство,,31.0
2024,,Сімейне підприємство,,31.0
2025,,Сімейне підприємство,,31.0
2016,,Спільне підприємство,,
2017,,Спільне підприємство,,
2018,,Спільне підприємство,,
2019,,Спільне підприємство,,
2020,,Спільне підприємство,,
2021,,Спільне підприємство,,
2022,,Спільне підприємство,,13.7
2023,,Спільне підприємство,,13.6
2024,,Спільне підприємство,,13.7
2025,,Спільне підприємство,,13.7
2016,,Акціонерні товариства,,
2017,,Акціонерні товариства,,
2018,,Акціонерні товариства,,
2019,,Акціонерні товариства,,
2020,,Акціонерні товариства,,16.56
2021,,Акціонерні товариства,,16.94
2022,,Акціонерні товариства,,18.8
2023,,Акціонерні товариства,,18.8
2024,,Акціонерні товариства,,19.1
2025,,Акціонерні товариства,,19.3
2016,,Відкрите акціонерне товариство,,
2017,,Відкрите акціонерне товариство,,
2018,,Відкрите акціонерне товариство,,
2019,,Відкрите акціонерне товариство,,
2020,,Відкрите акціонерне товариство,,
2021,,Відкрите акціонерне товариство,,
2022,,Відкрите акціонерне товариство,,17.0
2023,,Відкрите акціонерне товариство,,17.0
2024,,Відкрите акціонерне товариство,,17.2
2025,,Відкрите акціонерне товариство,,17.0
2016,,Закрите акціонерне товариство,,
2017,,Закрите акціонерне товариство,,
2018,,Закрите акціонерне товариство,,
2019,,Закрите акціонерне товариство,,
2020,,Закрите акціонерне товариство,,
2021,,Закрите акціонерне товариство,,
2022,,Закрите акціонерне товариство,,14.6
2023,,Закрите акціонерне товариство,,14.6
2024,,Закрите акціонерне товариство,,14.6
2025,,Закрите акціонерне товариство,,14.6
2016,,Державна акціонерна компанія (товариство),,
2017,,Державна акціонерна компанія (товариство),,
2018,,Державна акціонерна компанія (товариство),,
2019,,Державна акціонерна компанія (товариство),,
2020,,Державна акціонерна компанія (товариство),,
2021,,Державна акціонерна компанія (товариство),,
2022,,Державна акціонерна компанія (товариство),,12.5
2023,,Державна акціонерна компанія (товариство),,11.1
2024,,Державна акціонерна компанія (товариство),,11.1
2025,,Державна акціонерна компанія (товариство),,11.1
2016,,Холдингова компанія,,
2017,,Холдингова компанія,,
2018,,Холдингова компанія,,
2019,,Холдингова компанія,,
2020,,Холдингова компанія,,
2021,,Холдингова компанія,,
2022,,Холдингова компанія,,100.0
2023,,Холдингова компанія,,100.0
2024,,Холдингова компанія,,100.0
2025,,Холдингова компанія,,100.0
2016,,Товариство з обмеженою відповідальністю,,
2017,,Товариство з обмеженою відповідальністю,,
2018,,Товариство з обмеженою відповідальністю,,
2019,,Товариство з обмеженою відповідальністю,,
2020,,Товариство з обмеженою відповідальністю,,24.83
2021,,Товариство з обмеженою відповідальністю,,25.03
2022,,Товариство з обмеженою відповідальністю,,25.2
2023,,Товариство з обмеженою відповідальністю,,25.2
2024,,Товариство з обмеженою відповідальністю,,25.1
2025,,Товариство з обмеженою відповідальністю,,25.8
2016,,Товариство з додатковою відповідальністю,,
2017,,Товариство з додатковою відповідальністю,,
2018,,Товариство з додатковою відповідальністю,,
2019,,Товариство з додатковою відповідальністю,,
2020,,Товариство з додатковою відповідальністю,,20.36
2021,,Товариство з додатковою відповідальністю,,20.85
2022,,Товариство з додатковою відповідальністю,,21.1
2023,,Товариство з додатковою відповідальністю,,21.2
2024,,Товариство з додатковою відповідальністю,,21.4
2025,,Товариство з додатковою відповідальністю,,22.0
2016,,Повне товариство,,
2017,,Повне товариство,,
2018,,Повне товариство,,
2019,,Повне товариство,,
2020,,Повне товариство,,27.22
2021,,Повне товариство,,26.57
2022,,Повне товариство,,26.6
2023,,Повне товариство,,26.4
2024,,Повне товариство,,25.7
2025,,Повне товариство,,26.5
2016,,Командитне товариство,,
2017,,Командитне товариство,,
2018,,Командитне товариство,,
2019,,Командитне товариство,,
2020,,Командитне товариство,,24.73
2021,,Командитне товариство,,25.34
2022,,Командитне товариство,,25.4
2023,,Командитне товариство,,25.3
2024,,Командитне товариство,,25.9
2025,,Командитне товариство,,26.2
2016,,Адвокатське об'єднання,,
2017,,Адвокатське об'єднання,,
2018,,Адвокатське об'єднання,,
2019,,Адвокатське об'єднання,,
2020,,Адвокатське об'єднання,,
2021,,Адвокатське об'єднання,,
2022,,Адвокатське об'єднання,,27.2
2023,,Адвокатське об'єднання,,27.1
2024,,Адвокатське об'єднання,,27.9
2025,,Адвокатське об'єднання,,29.2
2016,,Адвокатське бюро,,
2017,,Адвокатське бюро,,
2018,,Адвокатське бюро,,
2019,,Адвокатське бюро,,
2020,,Адвокатське бюро,,
2021,,Адвокатське бюро,,
2022,,Адвокатське бюро,,33.3
2023,,Адвокатське бюро,,33.9
2024,,Адвокатське бюро,,34.7
2025,,Адвокатське бюро,,36.1
2016,,Кооперативи,,
2017,,Кооперативи,,
2018,,Кооперативи,,
2019,,Кооперативи,,
2020,,Кооперативи,,27.14
2021,,Кооперативи,,27.37
2022,,Кооперативи,,12.1
2023,,Кооперативи,,12.2
2024,,Кооперативи,,12.6
2025,,Кооперативи,,12.9
2016,,Виробничий,,
2017,,Виробничий,,
2018,,Виробничий,,
2019,,Виробничий,,
2020,,Виробничий,,15.37
2021,,Виробничий,,15.31
2022,,Виробничий,,15.7
2023,,Виробничий,,15.7
2024,,Виробничий,,15.7
2025,,Виробничий,,15.8
2016,,Обслуговуючий,,
2017,,Обслуговуючий,,
2018,,Обслуговуючий,,
2019,,Обслуговуючий,,
2020,,Обслуговуючий,,28.68
2021,,Обслуговуючий,,28.8
2022,,Обслуговуючий,,29.0
2023,,Обслуговуючий,,29.0
2024,,Обслуговуючий,,29.2
2025,,Обслуговуючий,,29.4
2016,,Житлово-будівельний кооператив,,
2017,,Житлово-будівельний кооператив,,
2018,,Житлово-будівельний кооператив,,
2019,,Житлово-будівельний кооператив,,
2020,,Житлово-будівельний кооператив,,
2021,,Житлово-будівельний кооператив,,
2022,,Житлово-будівельний кооператив,,46.1
2023,,Житлово-будівельний кооператив,,45.8
2024,,Житлово-будівельний кооператив,,46.4
